x,y


2.397,6.0
2.399,6.003
2.418,5.693
2.428,5.293
2.439,4.893
2.449,4.493
2.459,4.093
2.469,3.693
2.48,3.287
2.49,2.894
2.498,2.574
2.498,2.574
