x,y


-0.131,0.454
0.452,0.271
0.614,0.875
0.816,1.204
1.09,1.445
1.406,1.636
1.767,1.887
2.149,1.956
2.548,2.248
2.96,2.144
2.815,1.831
2.82,1.864
2.797,1.85
2.824,1.848
2.808,1.834
2.813,1.847
2.823,1.864
2.814,1.848
2.818,1.859
2.824,1.855
2.818,1.865
2.828,1.866
2.82,1.854
2.812,1.845
2.826,1.862
2.816,1.869
2.827,1.872
2.819,1.837
2.826,1.861
2.82,1.847
2.816,1.846
2.817,1.846
2.812,1.855
2.819,1.847
2.82,1.865
2.814,1.858
2.834,1.855
2.814,1.867
2.82,1.866
2.828,1.846
2.819,1.86
2.822,1.847
2.816,1.837
2.817,1.837
2.836,1.858
2.82,1.839
2.829,1.847
2.829,1.841
2.826,1.854
2.823,1.845
2.822,1.851
2.816,1.841
2.825,1.846
2.824,1.838
2.821,1.854
2.817,1.837
2.817,1.841
2.811,1.834
2.817,1.853
2.819,1.835
2.822,1.847
2.818,1.827
2.816,1.837
2.812,1.841
2.817,1.837
2.803,1.852
2.813,1.837
2.814,1.835
2.819,1.815
2.821,1.847
2.809,1.847
2.83,1.841
2.807,1.847
2.826,1.833
2.811,1.845
2.827,1.85
2.822,1.831
2.82,1.839
2.814,1.838
2.82,1.838
2.821,1.84
2.826,1.847
2.812,1.842
2.814,1.844
2.814,1.841
2.82,1.845
2.813,1.842
2.812,1.839
2.819,1.84
2.81,1.846
2.815,1.85
2.815,1.848
2.815,1.857
2.821,1.841
2.814,1.834
2.818,1.847
2.809,1.84
2.81,1.842
2.815,1.845
2.813,1.833
2.819,1.852
2.824,1.844
2.811,1.841
2.82,1.854
2.818,1.837
2.813,1.846
2.818,1.839
2.83,1.848
2.81,1.843
2.817,1.847
2.819,1.844
2.807,1.841
2.81,1.839
2.815,1.837
2.815,1.854
2.81,1.843
2.811,1.82
2.81,1.836
2.777,1.864
2.837,1.847
2.84,1.864
