x,y


0.031,4.587
-0.003,4.223
0.838,4.038
1.054,3.648
0.918,3.273
1.412,3.011
1.83,2.779
2.096,2.458
1.97,2.404
1.969,2.445
1.988,2.419
1.977,2.443
1.985,2.421
1.97,2.416
2.027,2.358
1.988,2.454
1.988,2.417
1.992,2.426
1.978,2.423
1.976,2.4
1.961,2.418
1.974,2.447
1.961,2.403
1.973,2.407
1.979,2.411
1.975,2.414
1.956,2.423
1.959,2.391
1.961,2.434
1.963,2.427
1.97,2.431
1.985,2.431
1.951,2.446
1.956,2.426
1.997,2.392
1.987,2.373
1.999,2.36
2.011,2.359
2.024,2.353
2.008,2.375
2.02,2.367
1.998,2.392
2.01,2.356
2.05,2.306
2.031,2.321
2.041,2.318
2.012,2.345
2.014,2.349
2.014,2.349
1.973,2.429
2.007,2.366
2.017,2.354
