x,y


-0.091,2.257
0.211,2.278
0.606,2.413
0.994,2.467
1.414,2.575
1.836,2.771
2.222,2.725
2.571,3.007
3.006,2.951
3.242,3.08
3.231,3.071
3.229,3.076
3.221,3.066
3.232,3.061
3.24,3.069
3.24,3.074
3.232,3.08
3.235,3.068
3.245,3.078
3.239,3.073
3.233,3.072
3.232,3.075
3.233,3.073
3.229,3.068
3.234,3.075
3.237,3.07
3.232,3.077
3.224,3.068
3.229,3.061
3.245,3.08
3.225,3.064
3.227,3.064
3.23,3.063
3.233,3.08
3.229,3.072
3.23,3.077
3.235,3.071
3.229,3.065
3.228,3.062
3.232,3.074
3.239,3.072
3.239,3.078
3.229,3.067
3.226,3.064
3.23,3.068
3.27,3.108
