bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.5,2.435,2.0,2.007,0.06537583651472456,29.95740186899991
usafabot1,2.8000000000000003,2.748,3.0,2.988,0.053366656256505385,33.23796598299998
usafabot2,2.6500000000000004,2.588,2.5,2.503,0.062072538211354264,31.344089830999906
usafabot3,2.35,2.285,2.5,2.51,0.06576473218982944,28.30338214400001
usafabot4,2.2,2.099,3.0,3.0102,0.10151374291198213,26.49977775800005
usafabot5,0.0,-0.0016,0.0,3.4,3.400000376470567,0
usafabot6,0.0,-0.002,0.0,3.6,3.600000555555513,0
usafabot7,0.0,-0.002,0.0,3.8,3.800000526315753,0
usafabot8,0.0,2.398,0.0,6.0,6.461455254043009,0
usafabot9,0.0,2.598,0.0,6.0,6.53831813236401,0
usafabot10,0.0,2.798,0.0,6.0,6.620332620042591,0
usafabot11,0.0,3.198,0.0,6.0,6.799059052545433,0
usafabot12,0.0,3.398,0.0,6.0,6.895390054231886,0
usafabot13,0.0,3.598,0.0,6.0,6.996113492504249,0
usafabot14,0.0,3.798,0.0,6.0,7.101042458681683,0
usafabot15,0.0,5.998,0.0,3.4,6.894635885962362,0
usafabot16,0.0,5.998,0.0,3.2,6.798235359267874,0
usafabot17,0.0,5.998,0.0,2.8,6.619365830651755,0
usafabot18,0.0,5.998,0.0,2.6,6.537278026824314,0
usafabot19,0.0,3.598,0.0,0.0,3.598,0
usafabot20,0.0,3.398,0.0,0.0,3.398,0
usafabot21,0.0,3.198,0.0,0.0,3.198,0
usafabot22,0.0,2.798,0.0,0.0,2.798,0
usafabot23,0.0,2.598,0.0,0.0,2.598,0
