bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.2,2.1276,2.0,2.009,0.07295724775510656,27.05717841700016
usafabot1,2.5,2.4992,2.5,2.566,0.06600484830677197,44.08144752399994
usafabot2,2.6500000000000004,2.722,2.5,2.5194,0.07456782147816811,41.12843426299969
usafabot3,2.8000000000000003,2.787,2.0,1.939,0.06236986451805072,22.228096738000204
usafabot4,2.35,2.281,2.5,2.497,0.06906518659932799,27.946476600000096
usafabot5,2.5,2.5029999999999997,3.0,3.1006,0.1006447216698422,38.143700827999965
usafabot6,0.0,5.998,0.0,3.2,6.798235359267874,0
usafabot7,0.0,2.598,0.0,0.0,2.598,0
usafabot8,0.0,-0.0016,0.0,2.6,2.600000492307646,0
usafabot9,0.0,2.798,0.0,6.0,6.620332620042591,0
usafabot10,0.0,5.998,0.0,2.8,6.619365830651755,0
usafabot11,0.0,2.798,0.0,0.0,2.798,0
usafabot12,0.0,-0.002,0.0,2.8,2.800000714285623,0
usafabot13,0.0,3.198,0.0,6.0,6.799059052545433,0
usafabot14,0.0,5.998,0.0,2.6,6.537278026824314,0
usafabot15,0.0,3.198,0.0,0.0,3.198,0
usafabot16,0.0,-0.002,0.0,3.2,3.2000006249999395,0
usafabot17,0.0,3.398,0.0,6.0,6.895390054231886,0
usafabot18,0.0,3.398,0.0,0.0,3.398,0
usafabot19,0.0,-0.002,0.0,3.4,3.400000588235243,0
usafabot20,0.0,3.598,0.0,6.0,6.996113492504249,0
usafabot21,0.0,3.598,0.0,0.0,3.598,0
usafabot22,0.0,-0.002,0.0,3.6,3.600000555555513,0
usafabot23,0.0,3.798,0.0,6.0,7.101042458681683,0
usafabot24,0.0,-0.002,0.0,3.8,3.800000526315753,0
