bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,1.2333333333333334,1.175,2.0,2.014,0.05998981395018469,9.270789069999864
usafabot1,1.3833333333333333,1.328,2.5,2.501,0.05534236874021356,9.897737862000213
usafabot2,1.5333333333333334,1.475,3.0,2.9884,0.05947552250949781,11.555529702000058
usafabot3,1.8333333333333335,1.777,2.0,2.029,0.06335964365780845,13.816475601000093
usafabot4,2.533333333333333,2.4646,2.5,2.5236,0.07267207930912058,17.501247152999895
usafabot5,3.533333333333333,3.486,3.0,3.0076,0.04793959161741383,23.110016901000108
usafabot6,2.8333333333333335,2.7858,3.0,3.013,0.04927897906590379,19.189607411999987
usafabot7,3.533333333333333,3.508,2.5,2.411,0.0925352785578439,24.791195918000085
usafabot8,2.2333333333333334,2.238,2.0,2.068,0.06815994261865091,27.24789850900015
usafabot9,2.2333333333333334,2.243,2.5,2.569,0.06967384333050987,24.300372075999803
usafabot10,3.3833333333333333,3.416,2.5,2.592,0.09762740963024227,32.82780284599994
usafabot11,2.2333333333333334,2.256,3.0,3.065,0.06883878105964514,21.88775862300008
usafabot12,2.533333333333333,2.552,3.0,3.059,0.06188250515650178,21.72136488399974
usafabot13,1.5333333333333334,1.559,2.5,2.549,0.055315258091938456,27.42024048700023
usafabot14,1.6833333333333333,1.745,2.5,2.5564,0.08356876077684645,27.72741056299992
usafabot15,3.8333333333333335,3.899,2.0,2.042,0.07794941379581426,19.305588979000277
usafabot16,3.2333333333333334,3.284,2.0,2.022,0.055236863697272647,20.084206807999635
usafabot17,3.6833333333333336,3.7776,2.5,2.5122,0.0950528507959883,15.729587374999937
usafabot18,0.0,5.9962,0.0,2.6,6.535626552978681,0
usafabot19,0.0,3.5962,0.0,0.0,3.5962,0
usafabot20,0.0,3.3962,0.0,0.0,3.3962,0
usafabot21,0.0,3.1962,0.0,0.0,3.1962,0
usafabot22,0.0,2.7962,0.0,0.0,2.7962,0
usafabot23,0.0,2.5962,0.0,0.0,2.5962,0
usafabot24,0.0,2.3962,0.0,0.0,2.3962,0
