bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.226,2.5,2.4936000000000003,0.07427624115422087,4892.827488291
usafabot1,2,1.922,2.5,2.4992,0.07800410245621707,4918.187185513
usafabot2,1.6,1.533,2.5,2.509,0.06760177512462243,4940.4204671
usafabot3,1.3,1.237,2.75,2.756,0.06328506932918689,4958.531439465
usafabot4,1.3,1.24,2.25,2.294,0.07440430095095316,4972.963857709
usafabot5,1,0.964,2,2.056,0.06657326790837301,4991.999969037
usafabot6,1,0.956,2.5,2.555,0.07043436661176149,5013.374422288
usafabot7,1,0.947,3,3.046,0.07017834423809091,5031.727123992
usafabot8,2,2.0138,3,3.077,0.07822684961060357,5047.369365951
usafabot9,2.3,2.311,3,3.073,0.07382411530116698,5083.710704242
usafabot10,2.6,2.607,3,3.065,0.06537583651472456,5119.796295057
usafabot11,3,3.0063999999999997,3,3.058,0.05835203509732952,5155.811543611
usafabot12,3.3,3.303,3,3.061,0.06107372593840983,5191.737912011
usafabot13,3.6,3.602,3,3.0714,0.07142800571204559,5227.495064727
usafabot14,4,3.997,3,3.064,0.06407027391856544,5263.409002717
usafabot15,4,4.057,2,2.038,0.06850547423381602,5299.311569421
usafabot16,4,4.064,2.5,2.522,0.06767569726275452,5329.256080281
usafabot17,4.6,4.653,2,2.029,0.060415229867972764,5353.00157783
usafabot18,4.6,4.67,3,2.978,0.07337574531137678,5373.880678071
usafabot19,3.6,3.599,2,1.942,0.058008620049092754,5389.498222107
usafabot20,3.3,3.302,2.5,2.433,0.06702984409947574,5409.457027123
usafabot21,3.3,3.297,2,1.946,0.05408326913195987,5434.498362668
usafabot22,3,2.994,2.5,2.433,0.0672681202353687,5454.006503777
usafabot23,3,2.987,2,1.939,0.06236986451805063,5478.925478207
usafabot24,2,2.0465999999999998,2,1.7768,0.22801271894348352,19.931580579000183
