bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,1.095,1.033,2.0,2.017,0.06428841264178174,43.0531913319719
usafabot1,1.095,1.033,2.5,2.498,0.06203224967708334,13.649857946031261
usafabot2,1.095,1.1042,3.0,3.006,0.010983624174196746,15.489122269966174
usafabot3,3.3949999999999996,3.337,2.5,2.51,0.058855755878248005,40.242982720956206
usafabot4,3.0949999999999998,3.042,2.0,2.025,0.058600341295934354,42.264970274001826
usafabot5,2.395,2.34,2.0,2.036,0.06573431371817934,33.8804207299836
usafabot6,2.6950000000000003,2.639,3.0,3.018,0.05882176467941138,33.319371335965116
usafabot7,2.0949999999999998,2.0602,3.0,3.0154,0.038055223031799236,27.249755259021185
usafabot8,1.6949999999999998,1.711,2.0,2.066,0.06791170738539848,50.81845982797677
usafabot9,1.395,1.412,2.0,2.059,0.06140032573203513,49.43225136399269
usafabot10,2.395,2.41,2.5,2.567,0.06865857557508769,44.39081582101062
usafabot11,2.395,2.417,3.0,3.073,0.07624303246854748,38.01493828801904
usafabot12,3.0949999999999998,3.103,2.5,2.572,0.07244308110509945,42.84626822901191
usafabot13,2.6950000000000003,2.711,2.0,2.07,0.07180529228406471,48.78300900303293
usafabot14,3.0949999999999998,3.113,3.0,3.069,0.07130918594402828,37.648756262031384
usafabot15,3.3949999999999996,3.463,2.0,2.035,0.07647875521999609,36.70702743000584
usafabot16,3.3949999999999996,3.458,3.0,3.0052,0.06321423890232386,30.400383369997144
usafabot17,3.6950000000000003,3.7664,2.0,2.026,0.07598657776212812,28.848991000966635
usafabot18,3.6950000000000003,3.762,3.0,2.988,0.06806614430096627,26.98846608499298
usafabot19,2.0949999999999998,2.153,2.0,1.921,0.09800510190801306,28.77330267301295
usafabot20,0.0,3.377,0.0,0.029,3.37712451650809,0
usafabot21,0.0,3.196,0.0,0.0,3.196,0
usafabot22,0.0,2.796,0.0,0.0,2.796,0
usafabot23,0.0,2.596,0.0,0.0,2.596,0
usafabot24,0.0,2.396,0.0,0.0,2.396,0
