bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.245,2.5,2.4954,0.055192028409906876,104.839514358
usafabot1,2,1.948,2.5,2.501,0.05200961449578342,119.26253064
usafabot2,1.6,1.5418,2.5,2.508,0.058747255255033014,131.623372782
usafabot3,1.3,1.247,2.75,2.755,0.053235326616824584,141.644986109
usafabot4,1.3,1.261,2.25,2.282,0.05044799302251789,149.781486673
usafabot5,1,0.973,2,2.043,0.050774009099144556,160.507876072
usafabot6,1,0.9668,2.5,2.542,0.053537276733132265,172.468073679
usafabot7,1,0.956,3,3.037,0.05748912940721922,182.648145572
usafabot8,2,2.0112,3,3.0538,0.05495343483350232,191.459048754
usafabot9,2.3,2.3092,3,3.056,0.05675068281527555,211.900742946
usafabot10,2.6,2.607,3,3.057,0.057428216061444874,232.103632814
usafabot11,3,3.0066,3,3.053,0.053409362475131596,252.18915102
usafabot12,3.3,3.303,3,3.06,0.060074953183502415,272.33180701
usafabot13,3.6,3.602,3,3.0514,0.051438895789081736,292.27713
usafabot14,4,3.9978000000000002,3,3.058,0.05804170914092709,312.157433523
usafabot15,4,4.047,2,2.031,0.056302753041036824,332.196274188
usafabot16,4,4.056,2.5,2.521,0.05980802621722273,348.593990122
usafabot17,4.6,4.643,2,2.023,0.04876474136094663,361.861009618
usafabot18,4.6,4.654,3,2.983,0.05661271941887287,373.57179312
usafabot19,3.6,3.599,2,1.949,0.05100980297942733,382.270653445
usafabot20,3.3,3.3014,2.5,2.446,0.05401814509958651,393.319623274
usafabot21,3.3,3.297,2,1.953,0.04709564735726638,407.588861175
usafabot22,3,2.995,2.5,2.446,0.05423098745182481,418.756456037
usafabot23,3,2.9894,2,1.952,0.049156484821435385,433.009018103
usafabot24,2,2.0112,2,1.945,0.05612878049628368,444.442366317
