bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,1.7428571428571429,1.667,2.0,2.012,0.07680043048348738,22.863582389079966
usafabot1,1.7428571428571429,1.682,2.5,2.499,0.0608653582650649,22.266625010059215
usafabot2,2.742857142857143,2.6744,2.0,2.018,0.07078404063179268,33.928841794026084
usafabot3,2.742857142857143,2.673,3.0,2.997,0.06992153036199411,32.718888970906846
usafabot4,3.0428571428571427,2.984,2.75,2.76,0.059700613609125514,36.57892056799028
usafabot5,3.0428571428571427,2.985,2.25,2.275,0.0630273669098736,38.25836886907928
usafabot6,2.742857142857143,2.684,2.5,2.5263999999999998,0.06450676914329297,35.040055646095425
usafabot7,1.7428571428571429,1.696,3.0,3.024,0.05264590997157046,23.7043281479273
usafabot8,2.0428571428571427,2.05,2.25,2.315,0.06539128694377606,45.9615601839032
usafabot9,2.0428571428571427,2.055,2.75,2.81,0.06121641103161676,40.52411347394809
usafabot10,2.342857142857143,2.3526000000000002,2.0,2.076,0.07662195028388494,49.98123459506314
usafabot11,2.342857142857143,2.363,3.0,3.066,0.06900532366330532,38.98138522298541
usafabot12,3.342857142857143,3.344,2.0,2.066,0.06600989412541848,48.55213431804441
usafabot13,3.342857142857143,3.3518000000000003,3.0,3.1096000000000004,0.10996424279681842,37.61562017595861
usafabot14,0.0,3.792,0.0,6.001,7.098680511193613,0
usafabot15,0.0,5.9918,0.0,3.401,6.889736441983829,0
usafabot16,0.0,5.992,0.0,3.201,6.793413354124714,0
usafabot17,0.0,5.992,0.0,2.801,6.614352953993308,0
usafabot18,0.0,5.9918,0.0,2.601,6.531988077147722,0
usafabot19,0.0,3.592,0.0,0.001,3.5920001391982157,0
usafabot20,0.0,3.392,0.0,0.001,3.392000147405657,0
usafabot21,0.0,3.192,0.0,0.001,3.1920001566416003,0
usafabot22,0.0,2.792,0.0,0.001,2.7920001790830886,0
usafabot23,0.0,2.592,0.0,0.001,2.5920001929012275,0
usafabot24,0.0,2.392,0.0,0.001,2.3920002090300914,0
