bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,0.0,0.0,0.0,0.0,0.0,0
usafabot1,2,2.087,2.5,2.6026,0.13452048171189393,5.359999977372354e-05
usafabot2,1.6,1.5842,2.5,2.4612,0.041893674940258155,7.434999952238286e-05
usafabot3,1.3,1.287,2.75,2.7736,0.026943644890771667,0.00013246100024844054
usafabot4,1.3,1.317,2.25,2.2324,0.024469572942738316,7.168499996623723e-05
usafabot5,1,1.0086,2,2.0183999999999997,0.020310588371585638,6.347500038828002e-05
usafabot6,0.0,0.0,0.0,0.0,0.0,0
usafabot7,0.0,0.0,0.0,0.0,0.0,0
usafabot8,2,2.0274,3,3.0141999999999998,0.03086097859757526,1.8509000256017316e-05
usafabot9,2.3,2.2824,3,2.9956,0.01814166475271754,5.6261000281665474e-05
usafabot10,2.6,2.5572,3,3.007,0.04336865227327241,8.951199924922548e-05
usafabot11,3,2.9754,3,3.0384,0.04560394719758383,1.5888999769231305e-05
usafabot12,3.3,3.2046,3,2.994,0.09558849303132644,1.6697000319254585e-05
usafabot13,3.6,3.6502,3,2.996,0.05035911039722584,1.5461000657523982e-05
usafabot14,4,4.0404,3,2.9802,0.044991110233022706,1.6352999409718905e-05
usafabot15,0.0,0.0,0.0,0.0,0.0,0
usafabot16,0.0,0.0,0.0,0.0,0.0,0
usafabot17,0.0,0.0,0.0,0.0,0.0,0
usafabot18,4.6,4.6846,3,2.9464,0.10015048676866223,84.40756805000001
usafabot19,0.0,0.0,0.0,0.0,0.0,0
usafabot20,3.3,3.3098,2.5,2.3982,0.10227062139246043,1.6251000488409773e-05
usafabot21,3.3,3.274,2,2.0262000000000002,0.03691124489908192,1.519899979030015e-05
usafabot22,3,2.9784,2.5,2.2586,0.24236443633503663,0.007985487000041758
usafabot23,0.0,0.0,0.0,0.0,0.0,0
usafabot24,0.0,0.0,0.0,0.0,0.0,0
