x,y


1.152,4.974
1.145,4.832
1.097,4.929
1.164,4.614
0.971,4.187
1.228,3.718
1.522,3.516
1.856,3.072
1.954,2.848
1.981,2.74
1.958,2.665
2.039,2.633
2.011,2.615
2.02,2.603
2.021,2.601
2.02,2.6
1.902,2.578
1.916,2.586
1.884,2.576
1.926,2.583
1.899,2.589
1.907,2.59
1.901,2.575
1.978,2.305
1.887,2.352
1.931,2.608
1.947,2.572
1.876,2.586
2.029,2.576
1.893,2.575
1.899,2.569
1.965,2.57
1.903,2.586
1.932,2.57
1.892,2.582
1.923,2.592
1.892,2.561
1.93,2.576
1.941,2.582
1.881,2.569
1.878,2.555
1.904,2.58
1.945,2.528
1.898,2.317
1.902,2.604
1.874,2.568
1.879,2.588
1.888,2.58
1.941,2.593
1.867,2.587
1.977,2.589
1.918,2.582
1.933,2.596
1.914,2.599
1.911,2.584
1.935,2.57
1.965,2.588
1.909,2.592
1.907,2.585
