x,y


-0.424,4.779
0.199,4.781
0.393,4.302
0.995,4.183
1.308,3.857
1.503,3.429
1.708,3.086
2.187,3.035
2.19,2.556
2.374,2.598
2.383,2.572
2.369,2.579
2.377,2.584
2.378,2.572
2.384,2.575
2.366,2.604
2.389,2.563
2.377,2.545
2.389,2.546
2.479,2.491
2.458,2.529
2.473,2.522
2.463,2.522
2.463,2.524
2.367,2.709
2.383,2.65
2.366,2.678
2.369,2.687
2.375,2.665
2.361,2.664
2.366,2.631
2.446,2.596
2.339,2.66
2.385,2.688
2.364,2.678
2.378,2.682
2.363,2.678
2.347,2.655
2.383,2.648
2.35,2.665
2.351,2.638
2.363,2.651
2.373,2.64
2.357,2.631
2.361,2.653
2.33,2.671
2.376,2.667
2.357,2.66
2.362,2.663
2.381,2.676
2.391,2.593
2.313,2.678
2.311,2.603
2.352,2.722
2.415,2.695
2.405,2.702
2.314,2.621
2.3,2.672
2.383,2.664
2.368,2.655
2.364,2.661
2.375,2.646
2.365,2.66
2.361,2.638
2.336,2.661
2.345,2.65
2.359,2.638
