x,y


-0.135,3.636
0.144,3.49
0.586,3.314
0.987,3.183
1.26,3.005
1.583,2.893
1.878,2.788
2.39,2.455
2.81,2.464
2.837,2.464
2.855,2.474
2.845,2.456
2.866,2.475
2.858,2.456
2.856,2.477
2.847,2.467
2.843,2.446
2.842,2.457
2.849,2.455
2.849,2.444
2.851,2.437
2.842,2.46
2.85,2.45
2.853,2.45
2.855,2.449
2.852,2.434
2.845,2.454
2.845,2.445
2.846,2.453
2.841,2.451
2.85,2.44
2.842,2.46
2.844,2.45
2.849,2.45
2.84,2.453
2.842,2.459
2.842,2.458
2.855,2.437
2.857,2.458
2.847,2.448
2.847,2.456
2.852,2.439
2.839,2.45
2.85,2.461
2.852,2.466
2.845,2.45
2.851,2.494
2.835,2.446
2.847,2.451
2.846,2.454
2.852,2.454
2.849,2.452
2.855,2.467
2.849,2.46
2.86,2.432
2.851,2.447
2.851,2.464
2.848,2.454
2.851,2.451
2.846,2.453
2.838,2.451
2.839,2.449
2.851,2.454
2.857,2.475
2.858,2.483
2.865,2.463
2.855,2.48
2.84,2.546
2.702,2.392
2.739,2.157
2.869,2.49
