x,y


-0.756,4.13
-0.723,4.132
-0.81,4.124
-0.725,4.127
-0.773,4.125
-0.718,4.116
-0.786,4.122
-0.727,4.115
-0.721,4.12
-0.805,4.115
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
-0.867,4.116
0.0,0.0
-0.096,4.162
-0.446,4.358
-0.641,4.775
-0.436,4.783
-0.362,4.736
-0.346,4.724
-0.367,4.743
-0.378,4.763
-0.389,4.761
-0.405,4.758
-0.382,4.753
-0.387,4.753
-0.389,4.753
-0.391,4.754
-0.374,4.756
-0.391,4.759
-0.378,4.754
-0.411,4.753
-0.381,4.763
-0.413,4.729
-0.484,4.778
2.06,3.743
4.021,2.882
3.074,3.099
3.299,3.071
3.321,3.047
3.295,3.046
3.301,3.053
3.298,3.046
3.296,3.053
3.294,3.051
3.304,3.05
3.286,3.033
3.298,3.054
3.296,3.046
3.302,3.043
3.294,3.043
3.293,3.044
3.299,3.056
3.295,3.044
3.303,3.057
3.302,3.038
3.301,3.042
3.293,3.048
3.299,3.043
3.301,3.048
3.291,3.041
3.299,3.05
3.31,3.038
3.296,3.053
3.299,3.062
3.308,3.045
3.295,3.045
3.294,3.042
3.29,3.044
3.304,3.052
3.295,3.045
3.292,3.05
3.295,3.054
3.299,3.051
3.289,3.047
3.306,3.061
3.325,3.05
3.295,3.052
3.302,3.053
3.288,3.046
3.295,3.048
3.29,3.051
3.287,3.047
3.292,3.046
3.302,3.052
3.303,3.051
3.295,3.054
3.29,3.049
3.292,3.047
3.291,3.059
3.296,3.052
3.296,3.048
3.298,3.06
3.3,3.058
3.3,3.055
3.303,3.051
3.303,3.073
3.29,3.063
3.294,3.057
3.329,3.045
3.301,3.056
3.277,3.036
3.286,3.053
3.276,3.036
