x,y


-0.326,0.882
-0.346,0.872
-0.332,0.885
-0.29,0.892
-0.235,0.891
-0.049,0.908
0.097,0.923
-0.222,0.974
-0.367,0.9
0.083,0.917
-0.028,0.912
-0.588,0.898
-0.616,0.918
-0.188,0.873
-0.199,0.875
-0.559,0.903
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
-0.805,0.916
0.0,0.0
0.183,0.649
-0.271,0.543
-0.506,0.286
-0.964,0.337
-0.367,0.536
-0.13,0.633
-0.242,0.664
0.013,0.495
0.504,1.123
2.043,2.441
3.537,2.626
3.421,2.662
2.869,2.379
3.279,2.749
3.248,2.803
3.114,2.694
3.128,2.729
3.126,2.747
3.118,2.727
3.127,2.734
3.117,2.735
3.132,2.722
3.127,2.73
3.142,2.722
3.123,2.731
3.129,2.752
3.131,2.731
3.139,2.727
3.126,2.737
3.124,2.714
3.137,2.724
3.135,2.719
3.127,2.736
3.144,2.736
3.135,2.723
3.128,2.738
3.129,2.72
3.121,2.737
3.12,2.744
3.109,2.719
3.114,2.742
3.13,2.729
3.132,2.723
3.157,2.708
3.155,2.714
3.135,2.711
3.133,2.718
3.145,2.732
3.149,2.706
3.15,2.689
3.153,2.684
3.156,2.674
3.129,2.717
3.15,2.684
3.151,2.698
3.153,2.69
3.133,2.716
3.144,2.723
3.149,2.708
3.134,2.706
3.145,2.711
3.151,2.711
3.146,2.689
3.131,2.694
3.147,2.713
3.141,2.706
3.147,2.696
3.146,2.708
3.149,2.699
3.139,2.7
3.153,2.708
3.131,2.7
3.147,2.7
3.139,2.703
3.128,2.723
3.153,2.699
3.149,2.704
3.147,2.719
3.151,2.706
3.143,2.699
3.135,2.698
3.14,2.701
3.143,2.704
3.143,2.718
3.15,2.704
3.13,2.694
3.139,2.698
3.148,2.702
3.137,2.705
3.151,2.7
3.14,2.702
3.147,2.703
3.141,2.71
3.139,2.704
3.142,2.711
3.147,2.714
3.143,2.696
3.154,2.709
3.147,2.698
3.151,2.697
3.148,2.701
3.134,2.706
3.149,2.709
3.137,2.717
3.139,2.72
3.134,2.704
3.14,2.706
3.144,2.688
3.146,2.705
3.13,2.729
3.131,2.71
3.135,2.706
3.147,2.72
3.137,2.725
3.167,2.688
3.133,2.702
3.143,2.709
3.144,2.69
3.143,2.699
3.158,2.73
3.127,2.709
3.151,2.695
3.069,2.77
3.126,2.714
3.175,2.645
3.182,2.694
3.146,2.721
3.128,2.692
3.139,2.691
3.143,2.689
3.135,2.697
3.135,2.7
3.145,2.702
3.141,2.688
3.141,2.699
3.135,2.704
3.143,2.684
3.125,2.694
3.151,2.685
3.138,2.696
3.137,2.692
3.139,2.686
3.137,2.7
3.139,2.679
3.147,2.702
3.144,2.707
3.146,2.694
3.137,2.692
3.147,2.709
3.151,2.697
3.143,2.704
3.146,2.696
3.138,2.695
3.149,2.706
3.135,2.708
3.144,2.702
3.131,2.707
3.141,2.688
3.141,2.7
3.153,2.692
3.138,2.696
3.15,2.73
3.158,2.712
3.147,2.716
3.141,2.701
3.144,2.702
3.148,2.709
3.143,2.702
3.143,2.699
3.159,2.698
3.121,2.724
3.112,2.708
3.123,2.715
3.132,2.715
3.128,2.721
3.127,2.713
3.123,2.713
3.129,2.716
3.123,2.715
3.133,2.707
