x,y


-0.056,0.776
0.461,1.005
0.7,1.215
1.065,1.472
1.443,1.638
1.776,1.883
2.173,1.979
2.464,2.169
2.845,2.363
2.952,2.346
2.972,2.381
2.977,2.375
2.976,2.376
2.968,2.368
2.977,2.37
2.984,2.364
2.967,2.365
2.968,2.372
2.976,2.377
2.968,2.377
2.964,2.376
2.983,2.374
2.957,2.388
2.98,2.376
2.973,2.383
2.966,2.367
2.967,2.376
2.976,2.379
2.963,2.375
2.98,2.371
2.985,2.373
2.972,2.38
2.976,2.37
2.947,2.399
2.952,2.378
2.956,2.38
2.952,2.39
2.952,2.385
2.96,2.386
2.938,2.398
2.951,2.377
2.944,2.389
2.988,2.338
2.976,2.346
2.967,2.388
2.854,2.545
2.983,2.451
2.952,2.315
3.085,2.362
2.901,2.376
2.953,2.417
2.95,2.406
3.008,2.297
2.92,2.379
2.977,2.367
2.986,2.354
2.988,2.372
2.945,2.395
2.981,2.366
2.945,2.379
2.985,2.415
2.934,2.399
2.947,2.404
2.94,2.39
2.943,2.39
2.941,2.395
2.945,2.404
2.949,2.388
2.949,2.395
2.946,2.405
2.939,2.377
2.946,2.388
2.94,2.392
2.934,2.394
2.938,2.396
2.947,2.397
2.948,2.402
2.947,2.393
2.937,2.394
2.938,2.393
2.943,2.386
2.947,2.394
2.953,2.392
2.927,2.395
2.943,2.393
2.945,2.402
2.949,2.397
2.943,2.386
2.94,2.399
2.947,2.403
2.942,2.393
2.943,2.389
2.937,2.394
2.95,2.396
2.944,2.401
2.945,2.398
2.948,2.391
2.927,2.398
2.935,2.391
2.961,2.373
2.934,2.403
2.946,2.391
2.929,2.405
2.957,2.4
2.94,2.387
2.938,2.395
2.939,2.394
2.946,2.399
2.94,2.402
2.952,2.401
2.936,2.384
2.941,2.413
2.942,2.388
2.936,2.401
2.93,2.402
2.939,2.405
2.942,2.388
2.933,2.399
2.935,2.388
2.939,2.397
2.941,2.388
2.945,2.41
2.94,2.398
2.946,2.394
2.937,2.407
2.929,2.419
2.944,2.402
2.945,2.398
2.942,2.408
2.942,2.393
2.947,2.402
2.956,2.385
2.929,2.4
2.947,2.399
2.941,2.406
2.945,2.397
2.95,2.407
2.941,2.401
2.93,2.409
2.946,2.406
2.963,2.396
2.946,2.407
2.918,2.409
2.941,2.395
2.944,2.407
2.95,2.392
2.949,2.398
2.939,2.404
2.937,2.4
2.941,2.406
2.941,2.4
2.932,2.4
2.942,2.401
2.934,2.402
2.947,2.392
2.944,2.394
2.942,2.397
