x,y


0.747,4.972
0.555,4.913
0.677,4.369
0.854,4.119
1.162,3.579
1.437,3.328
1.631,2.956
1.912,2.655
1.948,2.592
1.954,2.578
1.952,2.571
1.956,2.579
1.955,2.583
1.967,2.578
1.946,2.562
1.951,2.581
1.954,2.586
1.96,2.578
1.962,2.591
1.95,2.573
1.952,2.559
1.952,2.583
1.943,2.581
1.956,2.592
1.947,2.58
1.953,2.593
1.952,2.578
1.949,2.576
1.956,2.568
1.947,2.585
1.946,2.576
1.953,2.57
1.949,2.579
1.945,2.579
1.954,2.587
1.943,2.57
1.941,2.58
1.952,2.582
1.959,2.584
1.954,2.582
1.942,2.577
1.949,2.583
1.947,2.578
1.948,2.562
1.942,2.585
1.942,2.58
1.949,2.575
1.956,2.574
1.955,2.591
1.947,2.594
1.959,2.577
