x,y


-0.388,0.161
0.098,0.412
0.496,0.609
0.83,0.816
1.23,0.893
1.475,1.25
1.826,1.486
2.267,1.539
2.495,1.989
2.779,2.094
2.911,2.581
3.327,2.669
3.732,2.895
3.369,2.96
3.365,2.908
3.362,2.892
3.366,2.891
3.375,2.901
3.377,2.894
3.369,2.892
3.373,2.901
3.359,2.893
3.373,2.891
3.382,2.901
3.379,2.881
3.407,2.913
3.382,2.893
3.406,2.899
3.343,2.894
3.317,2.9
3.368,2.868
3.349,2.887
3.34,2.892
3.357,2.886
3.34,2.877
3.346,2.891
3.336,2.892
3.354,2.891
3.361,2.9
3.343,2.899
3.339,2.887
3.346,2.881
3.339,2.878
3.353,2.891
3.345,2.886
3.364,2.889
3.349,2.882
3.341,2.89
3.344,2.884
3.352,2.885
3.346,2.891
3.35,2.885
3.346,2.882
3.358,2.882
3.343,2.888
3.347,2.89
3.352,2.889
3.346,2.892
3.362,2.889
3.336,2.876
3.337,2.891
3.346,2.888
3.354,2.886
3.337,2.879
3.349,2.882
3.347,2.897
3.355,2.878
3.349,2.883
3.354,2.898
3.344,2.884
3.353,2.887
3.357,2.895
3.341,2.884
3.346,2.897
3.341,2.878
3.339,2.897
3.322,2.861
3.344,2.881
3.327,2.876
3.334,2.857
3.331,2.865
3.342,2.877
3.358,2.875
3.339,2.868
3.342,2.866
3.342,2.871
3.355,2.874
3.343,2.869
3.349,2.871
3.341,2.885
3.347,2.878
3.344,2.884
3.332,2.863
3.342,2.865
3.33,2.868
3.335,2.882
3.342,2.871
3.346,2.869
3.346,2.88
3.344,2.875
3.348,2.871
3.351,2.864
3.351,2.879
3.336,2.867
3.343,2.866
3.34,2.863
3.335,2.877
3.354,2.858
3.33,2.874
3.336,2.872
3.346,2.861
3.341,2.876
3.344,2.867
