x,y


2.019,4.936
2.003,5.089
1.914,4.526
2.207,4.239
2.468,4.063
2.562,3.417
2.658,3.15
2.926,3.038
2.852,3.031
2.863,3.024
2.861,3.029
2.885,3.044
2.856,3.039
2.868,3.053
2.867,3.002
2.851,3.002
2.869,3.013
2.884,3.012
2.865,3.02
2.848,3.016
2.86,3.003
2.874,3.017
2.865,3.003
2.868,3.0
2.872,3.005
2.873,3.022
2.875,3.019
2.873,3.01
2.87,3.019
2.87,3.02
2.868,3.008
2.862,3.006
2.87,3.006
2.867,2.993
2.875,3.006
2.87,3.003
2.874,3.01
2.871,3.019
2.864,3.006
2.87,2.984
2.877,3.006
2.874,2.994
2.876,3.005
2.864,2.997
