x,y


-0.452,3.931
-0.578,3.92
-0.46,3.923
-0.38,3.932
-0.487,3.919
-0.528,3.906
-0.56,3.919
-0.419,3.926
-0.45,3.911
-0.602,3.911
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
-0.549,3.91
0.0,0.0
2.931,2.929
2.512,3.438
3.023,3.587
3.196,3.762
3.509,3.594
4.026,3.524
4.35,3.166
4.368,2.828
4.514,2.207
4.431,1.721
4.358,1.483
4.143,1.203
3.971,1.085
3.734,1.035
3.607,1.125
3.383,0.614
3.556,0.637
4.173,1.252
3.89,0.564
3.792,0.875
4.108,1.108
3.901,0.633
4.093,0.57
3.874,1.06
4.046,0.503
3.727,0.623
3.796,0.987
3.977,0.94
3.989,0.552
3.697,0.598
3.717,0.416
3.647,0.938
3.847,0.421
3.552,0.609
3.591,0.823
3.45,1.049
3.717,1.092
3.579,0.596
3.605,1.347
3.699,1.268
3.722,0.877
3.703,0.594
3.731,1.25
3.71,0.597
3.786,0.998
3.676,1.003
3.792,1.054
3.603,1.06
3.667,1.51
3.694,1.279
3.767,0.834
3.747,1.388
3.588,1.263
3.81,0.951
3.545,1.199
3.654,1.478
3.784,0.845
3.596,1.492
