x,y


-0.169,0.376
-0.124,0.233
0.053,0.264
-0.393,0.414
-0.162,0.372
0.087,0.131
-0.139,0.229
-0.486,0.359
0.688,0.657
0.648,0.734
0.569,0.85
0.87,1.1
1.968,2.272
3.303,2.623
3.294,2.958
3.398,3.189
3.332,3.063
3.336,3.098
3.348,3.116
3.344,3.11
3.317,3.104
3.345,3.097
3.355,3.1
3.358,3.11
3.367,3.114
3.353,3.097
3.351,3.107
3.354,3.112
3.356,3.115
3.361,3.104
3.357,3.101
3.354,3.111
3.362,3.093
3.351,3.111
3.349,3.094
3.357,3.102
3.354,3.106
3.36,3.112
3.355,3.099
3.354,3.103
3.354,3.105
3.361,3.108
3.357,3.1
3.361,3.104
3.361,3.1
3.362,3.115
3.355,3.096
3.35,3.1
3.358,3.098
3.354,3.108
3.353,3.099
3.354,3.109
3.357,3.097
3.354,3.093
3.359,3.1
3.356,3.095
3.348,3.104
3.353,3.101
3.351,3.105
3.344,3.105
3.366,3.112
3.362,3.11
3.364,3.114
3.359,3.103
3.36,3.107
3.362,3.108
3.356,3.11
3.356,3.104
3.355,3.107
3.348,3.122
3.347,3.106
3.35,3.104
3.359,3.11
3.349,3.099
3.357,3.107
3.357,3.111
3.355,3.11
3.348,3.114
3.361,3.108
3.355,3.108
3.35,3.105
3.364,3.12
3.357,3.109
3.361,3.104
3.366,3.11
3.356,3.104
3.353,3.1
3.354,3.101
3.356,3.117
3.354,3.106
3.359,3.113
3.351,3.103
3.357,3.103
3.36,3.104
3.354,3.101
3.354,3.104
3.365,3.114
3.364,3.105
3.354,3.107
3.364,3.11
3.359,3.115
3.356,3.107
3.361,3.109
3.357,3.115
3.365,3.11
3.354,3.097
3.35,3.102
3.36,3.117
3.361,3.111
3.361,3.113
3.359,3.1
3.352,3.112
3.369,3.093
3.352,3.12
3.372,3.12
3.368,3.106
3.35,3.123
3.372,3.104
3.354,3.103
3.355,3.096
3.352,3.112
3.347,3.099
3.367,3.102
3.362,3.093
3.379,3.073
3.367,3.099
3.368,3.094
3.371,3.102
3.373,3.102
3.369,3.099
3.364,3.109
3.371,3.113
3.361,3.103
3.365,3.103
3.37,3.103
3.37,3.099
3.37,3.096
3.378,3.097
3.365,3.112
3.365,3.118
3.375,3.099
3.364,3.099
3.372,3.107
3.372,3.095
3.368,3.105
3.364,3.109
3.368,3.102
3.366,3.122
3.361,3.104
3.359,3.114
3.356,3.109
3.365,3.096
3.367,3.11
3.355,3.102
3.363,3.103
3.368,3.103
3.363,3.121
3.36,3.111
3.364,3.1
3.369,3.111
3.366,3.121
3.356,3.115
3.364,3.108
3.356,3.109
3.368,3.107
3.358,3.114
3.358,3.109
3.365,3.106
3.366,3.096
3.363,3.111
3.369,3.104
3.335,3.109
3.375,3.108
3.363,3.107
3.356,3.112
