x,y


-0.316,2.068
-0.323,2.074
-0.274,2.076
0.263,1.972
0.681,1.948
1.048,1.855
1.53,1.989
1.881,2.089
2.087,2.378
1.775,2.725
2.017,2.74
2.018,2.557
1.903,2.687
1.98,2.702
1.91,2.66
2.016,2.561
2.168,2.552
2.152,2.404
2.131,2.678
2.348,2.58
2.249,2.63
2.324,2.439
2.171,2.738
2.152,2.476
2.4,2.243
2.324,2.467
2.236,2.102
2.182,2.057
2.263,2.209
1.927,2.201
2.156,2.093
1.907,2.197
2.142,2.118
2.044,2.162
1.88,2.269
2.076,2.225
1.929,2.188
1.83,2.184
1.737,2.184
1.901,2.06
1.961,2.029
1.777,2.141
1.922,2.107
1.64,2.091
1.912,1.984
1.892,1.951
2.026,2.047
2.045,2.031
1.883,2.113
2.032,2.088
2.114,2.082
1.938,2.012
1.879,2.092
1.959,2.068
1.816,2.122
1.736,2.133
1.884,2.085
1.78,2.123
1.852,2.166
2.074,2.147
1.864,2.114
2.078,1.98
2.316,2.021
2.048,2.003
2.131,1.908
2.179,1.944
2.275,1.852
2.13,1.912
2.349,1.849
2.363,1.747
2.424,1.765
2.392,1.78
2.409,1.769
2.405,1.778
2.436,1.757
2.378,1.767
2.407,1.761
2.39,1.747
2.425,1.766
2.425,1.765
2.406,1.766
2.427,1.781
2.407,1.769
2.419,1.777
2.407,1.771
2.42,1.775
2.391,1.768
2.389,1.767
2.399,1.78
2.362,1.74
2.41,1.769
2.422,1.767
2.382,1.684
2.351,1.686
2.378,1.698
2.392,1.743
2.433,1.791
2.427,1.761
2.391,1.766
2.42,1.77
2.427,1.774
2.47,1.756
2.406,1.685
2.379,1.738
2.434,1.715
2.468,1.663
2.442,1.823
2.433,1.75
2.422,1.758
2.422,1.771
2.439,1.771
2.436,1.762
2.42,1.752
2.424,1.761
2.418,1.769
2.441,1.761
2.415,1.757
2.417,1.763
2.423,1.764
2.429,1.763
2.425,1.755
2.434,1.75
2.451,1.761
2.416,1.753
2.43,1.767
2.438,1.759
2.429,1.762
2.434,1.772
2.427,1.768
2.428,1.765
2.412,1.769
2.421,1.762
2.441,1.766
2.421,1.754
2.424,1.775
2.43,1.766
2.434,1.77
2.43,1.762
2.476,1.852
2.417,1.756
2.452,1.76
2.427,1.761
2.442,1.757
2.444,1.766
2.441,1.758
2.415,1.757
2.421,1.762
2.431,1.755
