x,y


0.007,2.529
-0.005,2.532
0.004,2.534
0.016,2.532
0.005,2.521
0.011,2.518
0.004,2.53
0.07,2.535
0.298,2.501
0.285,2.188
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.658,1.949
0.0,0.0
0.292,1.189
-0.427,1.067
-0.596,0.841
-0.262,1.376
1.333,2.896
2.489,1.902
2.366,2.457
2.294,2.534
2.592,2.912
2.487,2.943
2.556,3.167
2.374,3.351
2.688,3.25
2.573,2.845
2.788,2.964
2.736,3.054
2.717,3.024
2.704,3.041
2.52,2.945
2.49,2.807
2.503,2.836
2.46,2.844
2.436,2.831
2.462,2.832
2.431,2.842
2.452,2.83
2.45,2.852
2.445,2.826
2.449,2.83
2.455,2.853
2.444,2.82
2.451,2.833
2.443,2.821
2.436,2.846
2.504,2.828
2.437,2.836
2.448,2.838
2.46,2.846
2.452,2.842
2.454,2.861
2.461,2.824
2.451,2.851
2.457,2.858
2.444,2.834
2.419,2.844
2.428,2.842
2.441,2.831
2.428,2.824
2.41,2.853
2.526,2.794
2.46,2.801
2.465,2.811
2.462,2.778
2.459,2.763
2.461,2.87
2.441,2.791
2.456,2.827
2.455,2.741
2.455,2.836
2.443,2.767
2.456,2.806
2.458,2.853
2.458,2.819
2.459,2.796
2.435,2.808
2.483,2.782
2.521,2.843
2.468,2.864
2.506,2.847
2.466,2.778
