x,y


1.341,5.018
1.483,5.043
1.318,4.627
1.506,4.098
1.88,3.992
1.919,3.466
1.833,3.256
1.901,2.864
1.973,2.697
1.938,2.67
1.963,2.652
1.958,2.685
1.95,2.647
1.945,2.645
1.944,2.683
1.969,2.641
1.939,2.675
1.924,2.648
1.96,2.652
1.944,2.657
1.945,2.643
1.949,2.662
1.95,2.65
1.969,2.653
1.923,2.614
1.948,2.621
1.94,2.67
1.958,2.629
1.944,2.655
1.94,2.636
1.944,2.632
1.929,2.63
1.956,2.632
1.928,2.659
1.959,2.675
1.959,2.666
1.91,2.565
1.937,2.605
1.892,2.581
1.943,2.633
1.799,2.683
2.072,2.701
1.896,2.649
1.945,2.699
