bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.75,2.783,2.0,2.0724,0.07956607317192421,16.332428951980546
usafabot1,2.35,2.4064,2.0,2.1316,0.1431765343902416,12.808194898010697
usafabot2,1.75,1.543,2.0,1.9468,0.213727022156769,190.2993474599789
usafabot3,3.35,3.0782,3.0,3.0452,0.2755327203799943,118.46728129999246
usafabot4,3.05,2.937,2.5,2.5002,0.11300017699101182,16.35373230499681
usafabot5,2.2,2.2812,2.5,2.451,0.09483902150486362,11.953162338992115
usafabot6,2.05,1.924,2.5,2.5044,0.1260768019898981,13.272415330982767
usafabot7,1.9,1.9636,2.5,2.575,0.09833595476731814,17.736109662044328
usafabot8,2.75,2.6058,2.5,2.4244,0.16281584689458226,53.77514260902535
usafabot9,3.05,3.6502,3.0,3.166,0.6227327195514943,342.35638439899776
usafabot10,2.75,2.6616,3.0,2.8682,0.15870034656546925,12.2223852390307
usafabot11,2.05,2.0338,3.0,3.0438,0.04669989293349617,54.51525234297151
usafabot12,0.0,3.5872,0.0,4.6474,5.8708032329486235,0
usafabot13,0.0,4.3364,0.0,5.047,6.65406446917972,0
usafabot14,0.0,11.6948,0.0,13.0732,17.540721344346135,0
usafabot15,0.0,5.4008,0.0,4.7992,7.225023271934838,0
usafabot16,0.0,5.6458,0.0,3.7474000000000003,6.776286918364659,0
usafabot17,0.0,5.6384,0.0,2.954,6.365349209587798,0
usafabot18,0.0,5.301,0.0,1.8164,5.603562256279482,0
usafabot19,0.0,4.2234,0.0,0.0088,4.223409167958984,0
usafabot20,0.0,3.6826,0.0,0.2414,3.6905035862331848,0
usafabot21,0.0,3.0818,0.0,-0.0786,3.0828021668605334,0
usafabot22,0.0,2.4504,0.0,0.2548,2.4636118200723103,0
usafabot23,0.0,1.8658,0.0,0.1336,1.8705770767332737,0
usafabot24,0.0,1.4826,0.0,0.224,1.49942614356293,0
