bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,3.3,3.244,2.0,2.005,0.056222771187481986,38.83086911600003
usafabot1,3.0,2.931,2.0,2.012,0.07003570517957247,36.055642684000304
usafabot2,2.7,2.64,2.0,2.017,0.06236184731067548,33.32510238499981
usafabot3,2.3,2.24,2.0,2.0246,0.06484720502843551,29.616305894000106
usafabot4,1.7,1.648,2.0,2.039,0.06500000000000013,26.446082542000113
usafabot5,2.3,2.251,2.5,2.522,0.05371219600798299,30.281018868000046
usafabot6,2.0,1.943,2.5,2.534,0.06637017402418031,28.430711189999784
usafabot7,1.7,1.651,2.5,2.539,0.06262587324740473,26.836280780999914
usafabot8,1.7,1.719,3.0,3.07,0.07253275122315424,38.606573852999645
usafabot9,2.3,2.308,3.0,3.065,0.0654904573201317,37.639790024000376
usafabot10,3.0,2.9962,2.5,2.577,0.07709370921158219,42.719888838999395
usafabot11,2.7,2.713,3.0,3.066,0.06726812023536838,37.45003675799944
usafabot12,3.0,3.01,3.0,3.064,0.06477653896280662,37.36008849800055
usafabot13,3.3,3.3104,3.0,3.1004,0.10093720820391267,37.17315466900072
usafabot14,0.0,3.798,0.0,6.0,7.101042458681683,0
usafabot15,0.0,5.998,0.0,3.4,6.894635885962362,0
usafabot16,0.0,5.998,0.0,3.2,6.798235359267874,0
usafabot17,0.0,5.998,0.0,2.8,6.619365830651755,0
usafabot18,0.0,5.998,0.0,2.6,6.537278026824314,0
usafabot19,0.0,3.598,0.0,0.0,3.598,0
usafabot20,0.0,3.398,0.0,0.0,3.398,0
usafabot21,0.0,3.198,0.0,0.0,3.198,0
usafabot22,0.0,2.798,0.0,0.0,2.798,0
usafabot23,0.0,2.598,0.0,0.0,2.598,0
usafabot24,0.0,2.398,0.0,0.0,2.398,0
