x,y


2.745,4.829
2.603,5.304
2.51,4.225
2.482,4.17
2.422,3.614
2.592,3.247
2.678,2.831
2.632,2.86
2.646,2.847
2.648,2.854
2.648,2.844
2.639,2.839
2.633,2.861
2.637,2.863
2.62,2.878
2.627,2.846
2.633,2.855
2.629,2.835
2.633,2.843
2.625,2.833
2.63,2.834
2.61,2.848
2.582,2.874
2.562,2.9
2.568,2.921
2.528,2.891
2.699,2.852
2.675,2.851
2.666,2.868
2.662,2.884
2.671,2.847
2.665,2.854
2.681,2.838
2.677,2.852
2.655,2.843
2.673,2.861
2.657,2.874
2.665,2.874
2.651,2.858
2.657,2.87
2.665,2.877
2.682,2.846
2.651,2.894
2.673,2.861
2.647,2.873
2.652,2.842
2.642,2.88
2.674,2.847
2.676,2.864
2.648,2.874
2.659,2.871
2.662,2.866
2.643,2.862
2.64,2.869
2.652,2.869
2.646,2.856
2.656,2.868
