x,y


0.032,3.537
0.268,3.3
0.476,3.078
0.882,2.868
1.289,2.744
1.662,2.552
1.9,2.511
1.76,2.423
1.799,2.43
1.806,2.44
1.802,2.442
1.821,2.434
1.8,2.457
1.82,2.431
1.827,2.439
1.808,2.428
1.888,2.437
1.845,2.441
1.846,2.457
1.834,2.419
1.8,2.426
1.874,2.43
1.878,2.447
1.814,2.429
1.884,2.422
1.79,2.432
1.843,2.432
1.814,2.42
1.891,2.426
1.829,2.414
1.846,2.432
1.926,2.457
1.88,2.432
1.824,2.434
1.921,2.516
1.906,2.471
1.834,2.412
1.807,2.408
1.847,2.394
1.985,2.542
1.926,2.503
1.931,2.516
1.941,2.528
1.933,2.514
1.937,2.515
1.934,2.525
1.941,2.513
1.937,2.522
1.92,2.527
1.937,2.525
1.931,2.53
1.924,2.511
1.923,2.521
1.935,2.536
1.937,2.521
1.931,2.513
1.931,2.522
1.953,2.533
1.926,2.52
1.93,2.514
1.941,2.516
1.925,2.547
1.94,2.435
1.94,2.527
1.944,2.523
1.938,2.502
1.926,2.525
1.944,2.533
1.93,2.531
1.929,2.52
1.927,2.516
1.934,2.516
1.924,2.519
1.935,2.527
1.945,2.529
1.937,2.518
1.932,2.525
1.93,2.507
1.925,2.518
1.948,2.524
1.937,2.52
1.936,2.536
1.925,2.515
1.938,2.522
1.938,2.506
1.927,2.518
1.936,2.527
1.921,2.538
1.938,2.527
1.93,2.52
1.932,2.529
1.939,2.531
1.935,2.517
1.938,2.521
1.925,2.514
1.932,2.518
1.925,2.518
1.928,2.518
1.934,2.523
1.931,2.512
1.935,2.504
1.931,2.522
1.932,2.517
1.94,2.543
1.92,2.508
1.938,2.512
1.928,2.524
1.923,2.517
1.931,2.523
1.917,2.512
1.935,2.526
1.938,2.518
1.941,2.491
1.955,2.555
1.938,2.518
1.936,2.516
1.924,2.523
1.936,2.526
1.934,2.508
1.94,2.517
1.927,2.534
1.924,2.53
1.933,2.528
1.916,2.499
1.935,2.511
1.931,2.514
1.943,2.521
1.925,2.506
1.927,2.51
1.935,2.521
1.936,2.508
1.934,2.523
1.945,2.52
1.929,2.524
1.925,2.517
1.919,2.512
1.933,2.511
1.94,2.509
1.927,2.512
1.93,2.53
1.926,2.516
1.944,2.496
1.938,2.517
1.931,2.525
1.921,2.507
1.922,2.505
1.932,2.517
1.934,2.519
1.935,2.51
1.926,2.511
1.944,2.523
1.918,2.515
1.926,2.508
1.919,2.506
1.921,2.522
1.936,2.523
1.918,2.511
1.915,2.502
1.94,2.511
1.933,2.524
1.918,2.516
1.936,2.522
1.94,2.525
1.936,2.517
1.932,2.532
1.943,2.515
1.929,2.532
1.926,2.533
1.929,2.517
1.924,2.517
1.941,2.514
1.915,2.515
1.929,2.525
1.934,2.523
1.918,2.516
1.936,2.52
1.935,2.522
1.943,2.524
1.935,2.524
1.938,2.523
1.938,2.523
1.94,2.509
1.932,2.489
1.935,2.509
1.934,2.529
1.937,2.513
1.931,2.513
1.927,2.512
1.921,2.514
1.924,2.497
1.934,2.517
1.925,2.504
1.92,2.51
1.939,2.531
1.96,2.493
1.924,2.509
1.931,2.511
1.925,2.519
1.938,2.504
1.929,2.51
1.918,2.492
1.951,2.518
1.933,2.513
1.931,2.505
1.914,2.51
1.942,2.522
1.915,2.508
1.939,2.508
1.932,2.504
1.923,2.499
1.925,2.492
1.912,2.497
1.925,2.505
1.909,2.497
1.918,2.495
1.918,2.492
1.917,2.499
1.921,2.509
1.917,2.495
1.912,2.503
1.923,2.502
1.911,2.499
1.917,2.489
1.923,2.506
1.906,2.494
1.913,2.492
1.917,2.502
1.909,2.48
1.923,2.512
1.936,2.491
1.89,2.49
1.9,2.501
1.879,2.527
1.858,2.488
1.9,2.508
1.882,2.459
1.963,2.445
1.965,2.434
1.923,2.481
1.93,2.504
1.9,2.515
1.921,2.497
1.906,2.496
1.916,2.493
1.915,2.497
1.925,2.488
1.927,2.495
1.902,2.487
1.912,2.497
1.909,2.494
1.916,2.504
1.919,2.492
1.907,2.5
1.913,2.486
1.901,2.494
1.915,2.5
1.903,2.488
1.916,2.504
1.913,2.492
1.913,2.49
1.907,2.493
