x,y


-0.053,0.866
0.362,1.131
0.688,1.347
1.114,1.497
1.312,1.755
1.653,1.951
2.113,2.078
2.58,2.124
2.741,2.095
2.733,2.057
2.726,2.105
2.739,2.105
2.741,2.1
2.747,2.103
2.742,2.1
2.735,2.101
2.749,2.109
2.743,2.1
2.761,2.137
2.745,2.112
2.741,2.101
2.754,2.1
2.748,2.107
2.774,2.127
2.777,2.118
2.747,2.105
2.747,2.107
2.754,2.102
2.75,2.106
2.745,2.11
2.751,2.1
2.747,2.1
2.748,2.108
2.748,2.103
2.755,2.101
2.75,2.103
2.747,2.1
2.755,2.102
2.755,2.102
2.753,2.108
2.759,2.105
2.761,2.1
2.763,2.103
2.757,2.104
2.76,2.102
2.759,2.106
2.762,2.102
2.767,2.114
2.75,2.104
2.762,2.106
2.756,2.108
2.751,2.102
2.742,2.11
2.756,2.108
2.754,2.1
2.753,2.108
2.759,2.107
2.752,2.102
2.759,2.101
2.752,2.116
2.761,2.106
2.756,2.11
2.754,2.107
2.762,2.112
2.751,2.1
2.756,2.105
2.754,2.108
2.759,2.103
2.76,2.1
2.766,2.106
2.755,2.103
2.76,2.111
2.759,2.104
2.77,2.104
2.757,2.106
2.762,2.113
2.766,2.112
2.757,2.1
2.761,2.11
2.765,2.113
2.759,2.111
2.772,2.116
2.762,2.115
2.761,2.108
2.768,2.122
2.766,2.115
2.761,2.1
2.764,2.108
2.762,2.103
2.749,2.113
2.762,2.118
2.759,2.104
2.764,2.118
2.765,2.109
2.766,2.112
2.76,2.107
2.766,2.111
2.759,2.119
2.761,2.118
2.763,2.1
2.764,2.112
2.76,2.115
2.762,2.117
2.772,2.108
2.767,2.114
2.767,2.117
2.769,2.112
2.771,2.12
2.77,2.104
2.766,2.116
2.77,2.109
2.77,2.104
2.768,2.116
2.766,2.102
2.771,2.116
2.762,2.117
2.771,2.106
2.772,2.116
2.767,2.106
2.763,2.114
2.769,2.114
2.766,2.116
2.769,2.124
2.765,2.116
2.767,2.118
2.773,2.124
2.77,2.109
2.781,2.126
2.769,2.106
2.764,2.106
2.779,2.111
2.764,2.105
2.771,2.117
2.773,2.119
2.776,2.119
2.779,2.118
2.767,2.117
2.764,2.12
2.784,2.136
2.775,2.113
2.773,2.123
2.771,2.108
2.788,2.117
2.779,2.123
2.773,2.116
2.774,2.112
2.783,2.118
2.776,2.115
2.785,2.124
2.78,2.112
2.78,2.116
2.779,2.104
2.77,2.118
2.773,2.124
2.784,2.105
2.787,2.129
2.782,2.117
