x,y


0.732,5.016
1.034,4.91
1.249,4.559
1.48,4.207
1.86,4.092
2.148,3.688
2.347,3.355
2.534,3.28
2.704,2.743
2.682,2.863
2.69,2.855
2.695,2.84
2.697,2.846
2.698,2.852
2.688,2.857
2.688,2.852
2.698,2.855
2.698,2.854
2.694,2.851
2.688,2.832
2.695,2.865
2.683,2.853
2.684,2.853
2.693,2.847
2.703,2.849
2.69,2.846
2.695,2.861
2.697,2.841
2.69,2.844
2.683,2.855
2.687,2.847
2.684,2.86
2.691,2.85
2.673,2.847
2.702,2.845
2.656,2.847
2.688,2.839
2.692,2.855
2.688,2.839
2.698,2.855
2.68,2.853
2.719,2.902
2.688,2.876
2.703,2.885
2.73,2.905
2.678,2.822
2.691,2.843
2.775,2.917
2.656,2.799
2.731,2.894
