x,y


0.115,3.211
0.561,3.229
0.972,3.243
1.345,3.274
1.788,3.219
2.192,3.276
2.551,3.23
2.96,3.121
2.961,3.097
3.009,3.061
2.985,3.074
2.98,3.108
2.993,3.107
3.026,3.124
3.021,3.112
3.01,3.093
2.989,3.083
3.034,3.125
2.994,3.085
2.984,3.094
2.991,3.082
2.991,3.092
2.994,3.085
2.983,3.097
2.973,3.123
2.982,3.107
2.962,3.118
2.98,3.102
2.974,3.09
2.98,3.113
2.978,3.1
2.983,3.1
2.987,3.1
2.979,3.092
2.98,3.092
2.973,3.11
2.984,3.095
2.971,3.084
2.984,3.105
2.974,3.099
2.974,3.104
2.981,3.1
2.983,3.1
2.979,3.09
2.975,3.099
2.989,3.11
2.98,3.097
2.976,3.102
2.973,3.104
2.977,3.087
3.002,3.109
2.981,3.093
2.976,3.103
2.981,3.086
2.978,3.105
2.976,3.099
2.994,3.122
3.018,3.127
2.974,3.094
2.997,3.102
2.986,3.123
2.979,3.1
2.974,3.102
2.989,3.104
2.982,3.093
2.99,3.083
