x,y


-0.307,1.479
0.258,1.472
0.552,1.639
1.008,1.732
1.363,1.958
1.809,2.046
2.173,2.175
2.531,2.461
2.577,2.453
2.581,2.488
2.603,2.469
2.598,2.482
2.619,2.478
2.592,2.494
2.594,2.477
2.609,2.476
2.592,2.478
2.597,2.472
2.597,2.481
2.598,2.497
2.61,2.473
2.598,2.487
2.6,2.483
2.599,2.488
2.598,2.484
2.595,2.485
2.596,2.489
2.598,2.466
2.623,2.498
2.633,2.499
2.611,2.498
2.619,2.478
2.617,2.497
2.621,2.505
2.62,2.501
2.63,2.496
2.612,2.498
2.618,2.487
2.606,2.499
2.749,2.445
2.613,2.495
2.714,2.429
2.742,2.39
2.67,2.338
2.739,2.382
2.624,2.472
2.618,2.457
2.65,2.478
2.639,2.472
2.636,2.483
2.666,2.557
2.64,2.52
2.637,2.503
2.616,2.477
2.62,2.475
2.627,2.489
2.62,2.49
2.621,2.466
2.621,2.477
2.649,2.512
2.616,2.508
2.633,2.504
2.606,2.466
2.613,2.49
2.613,2.495
2.608,2.485
2.61,2.493
2.618,2.479
2.596,2.493
2.613,2.48
2.609,2.485
2.618,2.492
2.615,2.485
2.608,2.489
2.605,2.49
2.609,2.487
2.6,2.48
2.613,2.498
2.612,2.486
2.617,2.491
2.611,2.491
2.614,2.503
2.614,2.493
2.622,2.478
2.616,2.499
2.613,2.503
2.619,2.489
2.619,2.493
2.63,2.482
2.624,2.478
2.624,2.497
2.623,2.488
2.622,2.49
2.614,2.503
2.62,2.499
2.621,2.5
2.625,2.485
2.628,2.491
2.619,2.489
2.62,2.494
2.622,2.505
2.62,2.497
2.621,2.51
2.623,2.495
2.624,2.498
2.617,2.492
2.633,2.477
2.627,2.469
2.617,2.482
2.615,2.488
2.615,2.491
2.601,2.473
2.62,2.482
2.616,2.474
2.636,2.49
2.623,2.496
2.635,2.468
2.63,2.48
2.619,2.479
2.63,2.49
2.611,2.481
2.622,2.492
2.627,2.477
2.622,2.482
2.64,2.483
2.632,2.483
2.624,2.479
2.622,2.488
2.627,2.469
2.634,2.485
2.627,2.472
2.618,2.481
2.622,2.483
2.598,2.483
2.623,2.475
2.615,2.481
2.633,2.477
2.596,2.486
2.625,2.481
2.664,2.557
2.651,2.55
2.699,2.593
2.634,2.494
2.64,2.483
2.628,2.475
2.615,2.451
2.644,2.469
