bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.2,2.137,2.0,2.007,0.06338769596696209,15.016103231988382
usafabot1,2.5,2.4994,2.5,2.562,0.062002903157835916,24.56507955098641
usafabot2,2.6500000000000004,2.721,2.5,2.5188,0.07344685153224723,22.901123575982638
usafabot3,2.8000000000000003,2.7866,2.0,1.939,0.06245446341135276,12.418734822014812
usafabot4,2.35,2.281,2.5,2.4978000000000002,0.06903506355468932,15.656890020007268
usafabot5,2.5,2.5038,3.0,3.1032,0.10326993754234597,21.322429621999618
usafabot6,0.0,5.9984,0.0,3.2,6.798588276988099,0
usafabot7,0.0,2.5984,0.0,0.0,2.5984,0
usafabot8,0.0,-0.001,0.0,2.6,2.6000001923076854,0
usafabot9,0.0,2.7984,0.0,6.0,6.620501684917843,0
usafabot10,0.0,5.9984,0.0,2.8,6.619728284453977,0
usafabot11,0.0,2.7984,0.0,0.0,2.7984,0
usafabot12,0.0,-0.0016,0.0,2.8,2.80000045714282,0
usafabot13,0.0,3.1984,0.0,6.0,6.799247205389726,0
usafabot14,0.0,5.9984,0.0,2.6,6.537645031660865,0
usafabot15,0.0,3.1984,0.0,0.0,3.1984,0
usafabot16,0.0,-0.0016,0.0,3.2,3.2000003999999755,0
usafabot17,0.0,3.3984,0.0,6.0,6.895587180218955,0
usafabot18,0.0,3.3984,0.0,0.0,3.3984,0
usafabot19,0.0,-0.0016,0.0,3.4,3.400000376470567,0
usafabot20,0.0,3.5984,0.0,6.0,6.996319215130196,0
usafabot21,0.0,3.5984,0.0,0.0,3.5984,0
usafabot22,0.0,-0.0016,0.0,3.6,3.600000355555538,0
usafabot23,0.0,3.7984,0.0,6.0,7.1012564071437385,0
usafabot24,0.0,-0.0016,0.0,3.8,3.8000003368420905,0
