x,y


-0.11,3.321
0.143,3.161
-0.013,2.855
0.462,2.522
0.778,2.326
1.125,2.264
1.613,2.135
2.022,2.306
1.962,2.416
2.073,2.441
2.08,2.438
2.025,2.387
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.017,2.379
2.156,2.483
2.192,2.384
2.141,2.435
2.191,2.379
