x,y


-0.039,2.213
0.338,2.279
0.769,2.444
1.082,2.408
1.533,2.652
1.941,2.739
2.317,2.794
2.681,2.96
3.098,3.044
3.355,3.054
3.335,2.882
3.342,2.901
3.333,2.901
3.345,2.884
3.338,2.897
3.339,2.895
3.348,2.9
3.326,2.901
3.329,2.896
3.328,2.901
3.335,2.898
3.354,2.896
3.348,2.893
3.341,2.898
3.351,2.899
3.343,2.897
3.475,2.744
3.369,2.509
3.252,2.57
3.252,2.48
3.25,2.504
3.256,2.519
3.234,2.494
3.266,2.507
3.279,2.349
3.408,2.207
3.408,2.28
3.313,2.366
3.318,2.409
3.424,3.081
3.255,3.142
3.307,3.119
3.309,3.108
