x,y


-0.69,2.761
-0.55,2.769
0.376,2.784
0.692,2.779
1.14,2.919
1.521,2.551
1.696,2.317
1.785,2.199
1.763,2.175
1.645,2.087
1.757,2.161
1.631,2.099
1.742,2.057
1.682,2.177
1.454,2.216
1.428,2.215
1.622,2.004
1.582,2.067
1.47,2.05
1.302,2.203
1.57,2.053
1.327,2.007
1.182,2.095
1.474,1.86
1.176,2.139
1.18,2.078
1.199,2.037
1.056,2.069
1.156,1.854
0.896,2.058
1.193,2.101
1.099,2.128
0.798,2.01
1.02,1.871
0.738,2.019
0.868,2.058
0.595,1.996
0.789,1.856
0.521,2.102
0.688,2.004
0.667,1.843
0.502,2.146
0.586,1.874
0.696,1.784
0.558,2.144
0.61,1.929
0.937,2.143
2.864,2.455
3.002,2.532
2.987,2.482
2.938,2.555
2.959,2.6
2.945,2.495
2.926,2.525
2.942,2.451
2.939,2.562
