x,y


-0.596,3.979
-0.195,3.907
-0.158,3.657
0.308,3.317
-0.009,3.017
0.399,2.732
0.447,2.453
0.615,2.25
1.074,2.087
1.581,2.0
1.875,2.135
2.039,2.192
2.053,2.138
2.093,2.201
1.828,2.31
2.094,2.275
2.035,2.31
2.015,2.29
1.997,2.27
2.008,2.264
1.988,2.268
2.003,2.272
1.992,2.26
1.864,2.326
2.015,2.368
2.078,2.176
2.059,2.115
2.001,2.224
1.959,1.974
1.942,2.038
1.913,2.103
1.927,2.111
1.928,2.092
1.944,2.117
1.903,2.084
1.927,2.099
1.939,2.109
1.944,2.092
1.905,2.087
1.959,2.102
1.943,2.025
1.922,2.112
1.93,2.09
1.946,2.081
1.935,2.082
1.954,2.101
1.95,2.08
1.926,2.092
1.937,2.08
1.935,2.093
1.926,2.092
1.963,2.071
1.922,2.114
1.941,2.096
1.932,2.087
1.969,2.063
1.931,2.098
1.922,2.122
1.95,2.101
1.953,2.063
1.986,2.287
1.928,2.043
1.934,2.115
1.906,2.09
1.928,2.109
1.933,2.076
1.916,2.094
1.927,2.097
1.926,2.108
1.949,2.066
1.934,2.12
1.924,2.109
1.927,2.099
1.923,2.091
1.958,2.1
1.943,2.074
1.931,2.109
1.952,2.113
1.93,2.09
1.922,2.129
1.925,2.11
1.933,2.099
1.936,2.103
1.918,2.102
1.93,2.095
1.922,2.093
1.952,2.129
1.934,2.103
1.95,2.077
1.932,2.104
1.933,2.099
1.933,2.081
1.919,2.128
1.918,2.11
1.952,2.095
1.925,2.116
1.97,2.049
1.922,2.1
1.945,2.189
1.923,2.072
1.944,2.095
1.933,2.101
1.934,2.086
1.932,2.103
1.923,2.101
1.947,2.097
1.93,2.093
1.94,2.093
1.945,2.084
1.938,2.112
1.934,2.095
1.931,2.097
1.934,2.098
1.934,2.099
1.943,2.105
1.937,2.108
1.929,2.101
1.936,2.094
1.929,2.088
1.969,2.099
1.939,2.099
1.937,2.082
1.95,2.108
1.923,2.095
1.943,2.096
1.947,2.078
1.938,2.091
1.939,2.094
1.941,2.095
1.943,2.117
1.937,2.091
1.923,2.095
1.941,2.091
1.922,2.102
1.931,2.081
1.933,2.109
1.936,2.095
1.941,2.089
1.939,2.102
1.945,2.094
1.928,2.095
1.942,2.099
1.953,2.093
1.946,2.093
1.929,2.085
1.948,2.106
1.941,2.095
1.936,2.099
1.937,2.107
1.941,2.109
1.935,2.108
1.943,2.087
1.934,2.106
1.94,2.093
1.952,2.11
1.943,2.11
1.962,2.1
1.95,2.112
1.942,2.102
1.958,2.106
1.954,2.09
1.947,2.106
1.954,2.101
1.956,2.096
1.971,2.093
1.938,2.101
1.951,2.09
1.964,2.105
1.945,2.102
1.954,2.071
1.963,2.089
1.953,2.1
1.943,2.103
1.949,2.089
1.962,2.1
1.961,2.094
1.956,2.103
1.97,2.091
1.959,2.119
1.956,2.105
1.963,2.112
1.954,2.101
1.959,2.105
1.968,2.105
1.961,2.111
1.953,2.12
1.953,2.124
1.943,2.112
1.946,2.111
1.94,2.096
1.955,2.096
1.957,2.106
1.953,2.111
1.945,2.106
1.957,2.125
1.949,2.098
1.965,2.116
1.947,2.102
1.951,2.098
1.963,2.1
1.958,2.096
1.975,2.102
1.955,2.079
1.961,2.104
1.964,2.105
1.956,2.108
1.959,2.103
1.953,2.094
1.946,2.08
1.966,2.096
1.944,2.097
1.96,2.111
1.977,2.114
1.946,2.096
1.952,2.108
1.957,2.093
1.952,2.111
1.956,2.09
1.965,2.089
1.951,2.102
1.957,2.096
1.966,2.092
1.961,2.09
1.946,2.11
1.968,2.095
1.965,2.103
1.97,2.093
