x,y


0.584,5.034
1.066,5.103
1.306,4.925
1.712,4.802
2.055,4.584
2.211,4.433
2.656,4.203
3.098,3.891
3.244,3.82
3.299,3.327
3.548,2.914
3.403,2.741
3.428,2.679
3.385,2.617
3.387,2.626
3.379,2.612
3.413,2.634
3.398,2.677
3.269,2.656
3.272,2.141
3.129,1.773
3.138,1.847
3.084,1.689
3.106,1.688
3.102,1.743
3.087,1.721
3.388,1.946
3.496,2.419
3.579,2.275
3.01,2.412
2.713,2.258
2.68,2.306
2.698,2.281
2.701,2.316
2.682,2.292
2.639,2.371
2.714,2.261
2.716,2.292
2.683,2.326
2.717,2.229
2.698,2.313
2.688,2.276
2.678,2.316
2.711,2.275
2.705,2.293
2.696,2.276
2.706,2.276
2.691,2.3
2.692,2.29
2.696,2.279
2.712,2.262
2.71,2.274
2.7,2.271
2.704,2.266
2.704,2.278
2.7,2.293
2.696,2.242
2.704,2.287
2.706,2.257
2.697,2.285
2.709,2.279
2.707,2.281
2.706,2.285
2.708,2.293
2.705,2.268
2.699,2.286
2.712,2.275
2.678,2.316
2.704,2.277
2.714,2.272
2.692,2.291
2.701,2.279
2.67,2.287
2.725,2.278
2.69,2.301
2.676,2.298
2.73,2.214
2.718,2.242
2.718,2.284
2.722,2.265
2.71,2.261
2.701,2.277
2.705,2.272
2.713,2.266
2.701,2.277
2.715,2.265
2.713,2.269
2.694,2.273
2.701,2.266
2.706,2.261
2.697,2.292
2.708,2.255
2.726,2.253
2.694,2.264
2.707,2.258
2.705,2.268
2.71,2.261
2.7,2.263
2.697,2.276
2.706,2.242
2.711,2.261
2.716,2.258
2.71,2.267
2.703,2.272
2.716,2.254
2.717,2.268
2.698,2.259
2.711,2.271
2.713,2.257
2.712,2.268
2.707,2.262
2.704,2.264
2.717,2.265
2.707,2.257
2.696,2.275
2.718,2.267
2.715,2.278
2.712,2.266
2.72,2.26
2.711,2.273
2.706,2.273
2.717,2.27
2.703,2.256
2.702,2.268
2.702,2.276
2.725,2.252
2.711,2.262
2.716,2.244
2.709,2.253
2.719,2.255
2.721,2.251
2.706,2.264
2.725,2.235
2.726,2.237
2.714,2.241
2.709,2.252
2.711,2.231
2.718,2.248
2.709,2.257
2.715,2.233
2.725,2.242
2.727,2.246
2.717,2.261
2.73,2.262
2.722,2.252
2.716,2.243
2.717,2.26
2.713,2.275
2.718,2.227
2.709,2.256
2.729,2.234
2.731,2.246
2.721,2.249
2.727,2.266
2.731,2.238
2.721,2.245
2.718,2.243
2.723,2.242
2.721,2.257
2.722,2.235
2.711,2.255
2.723,2.265
2.711,2.241
2.721,2.248
2.723,2.265
2.73,2.242
2.72,2.228
2.718,2.251
2.729,2.254
2.723,2.236
2.734,2.24
2.714,2.254
2.731,2.237
2.724,2.235
2.698,2.268
2.721,2.249
2.714,2.263
2.725,2.246
2.699,2.257
2.71,2.253
2.693,2.251
2.709,2.253
2.698,2.251
2.703,2.247
2.694,2.251
2.697,2.264
2.699,2.263
2.699,2.25
2.708,2.255
2.708,2.25
2.707,2.245
2.697,2.256
2.703,2.253
2.686,2.273
2.704,2.251
2.689,2.272
2.699,2.27
2.696,2.272
2.691,2.261
2.703,2.257
2.709,2.256
2.701,2.266
2.7,2.265
2.703,2.256
2.701,2.258
2.703,2.25
2.699,2.27
