bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.247,2.5,2.496,0.053150729063673186,15.712278778024483
usafabot1,2,1.957,2.5,2.5018,0.043037657928841726,13.511270398972556
usafabot2,1.6,1.53,2.5,2.5088,0.07055097447945001,11.03477131400723
usafabot3,1.3,1.2368000000000001,2.75,2.756,0.06348417125551839,9.226063294976484
usafabot4,1.3,1.239,2.25,2.294,0.07521303078589504,11.809620920976158
usafabot5,1,0.9666,2,2.052,0.061802588942535444,12.98500188300386
usafabot6,1,0.962,2.5,2.547,0.06044005294504644,11.251652738021221
usafabot7,1,0.947,3,3.047,0.07083784299369948,9.72141003300203
usafabot8,2,2.013,3,3.056,0.057489129407219265,21.46284995402675
usafabot9,2.3,2.3108,3,3.072,0.07280549429816414,21.239727158972528
usafabot10,2.6,2.607,3,3.062,0.062393909959225835,21.23311354900943
usafabot11,3,3.007,3,3.063,0.06338769596696209,21.321062536968384
usafabot12,3.3,3.304,3,3.0664,0.06652037281915948,21.0576245879638
usafabot13,3.6,3.602,3,3.072,0.07202777242147648,21.21515956002986
usafabot14,4,3.9968,3,3.072,0.0720710760291534,21.1137189459987
usafabot15,4,4.0508,2,2.033,0.06057755359867191,17.938317212974653
usafabot16,4,4.056,2.5,2.52,0.05946427498927408,14.352369335014373
usafabot17,4.6,4.651,2,2.0274,0.057894386601811586,12.34321966895368
usafabot18,4.6,4.653,3,2.982,0.05597320787662599,9.759168642980512
usafabot19,3.6,3.599,2,1.942,0.058008620049092754,12.099701308994554
usafabot20,3.3,3.302,2.5,2.44,0.0600333240792146,15.146041522035375
usafabot21,3.3,3.296,2,1.939,0.06113100686231164,12.006865351984743
usafabot22,3,2.9948,2.5,2.44,0.06022491178905956,15.127443211036734
usafabot23,3,2.988,2,1.945,0.05629387178015022,12.285420440020971
usafabot24,2,2.0204,2,1.9023999999999999,0.09970917711023407,12.332604696974158
