bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,0.0,-0.0022,0.0,2.2,2.2000010999997253,0
usafabot1,0.0,-0.0022,0.0,2.4,2.4000010083331214,0
usafabot2,0.0,-0.0022,0.0,2.6,2.600000930769064,0
usafabot3,0.0,-0.0022,0.0,2.8,2.8000008642855807,0
usafabot4,0.0,-0.0022,0.0,3.2,3.200000756249911,0
usafabot5,0.0,-0.0022,0.0,3.4,3.400000711764631,0
usafabot6,0.0,-0.0022,0.0,3.6,3.60000067222216,0
usafabot7,0.0,-0.0022,0.0,3.8,3.800000636842052,0
usafabot8,0.0,2.3978,0.0,6.0,6.461381031946654,0
usafabot9,0.0,2.5978,0.0,6.0,6.538238664961688,0
usafabot10,0.0,2.7978,0.0,6.0,6.620248095049007,0
usafabot11,0.0,3.1978,0.0,6.0,6.798964982995574,0
usafabot12,0.0,3.3978,0.0,6.0,6.895291497826615,0
usafabot13,0.0,3.5978,0.0,6.0,6.99601063749906,0
usafabot14,0.0,3.7978,0.0,6.0,7.100935490482927,0
usafabot15,0.0,5.9978,0.0,3.4,6.894461896333897,0
usafabot16,0.0,5.9978,0.0,3.2,6.798058902363233,0
usafabot17,0.0,5.9978,0.0,2.8,6.619184605372477,0
usafabot18,0.0,5.9978,0.0,2.6,6.537094525857799,0
usafabot19,0.0,3.5978,0.0,0.0,3.5978,0
usafabot20,0.0,3.3978,0.0,0.0,3.3978,0
usafabot21,0.0,3.1978,0.0,0.0,3.1978,0
usafabot22,0.0,2.7978,0.0,0.0,2.7978,0
usafabot23,0.0,2.5978,0.0,0.0,2.5978,0
usafabot24,0.0,2.3978,0.0,0.0,2.3978,0
