bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.225,2.5,2.494,0.07523961722390643,50.54703895500006
usafabot1,2,1.9282,2.5,2.499,0.0718069634506293,24.084491420000177
usafabot2,1.6,1.527,2.5,2.509,0.07355270219373333,19.99706725499982
usafabot3,1.3,1.236,2.75,2.756,0.06428063471995282,16.632567583999844
usafabot4,1.3,1.238,2.25,2.293,0.07545197147855064,20.889706846999616
usafabot5,1,0.9632,2,2.057,0.06784718122368827,23.278933364000295
usafabot6,1,0.968,2.5,2.54,0.051224993899462834,20.291410277000068
usafabot7,1,0.9466,3,3.047,0.07113761311711277,17.604344732999834
usafabot8,2,2.012,3,3.0572,0.05844518799695995,37.94704753699989
usafabot9,2.3,2.31,3,3.066,0.06675327707311442,37.729300212
usafabot10,2.6,2.607,3,3.065,0.06537583651472456,37.6674949180001
usafabot11,3,3.006,3,3.064,0.06428063471995282,37.60414145699997
usafabot12,3.3,3.304,3,3.068,0.06811754546370567,37.88261779000004
usafabot13,3.6,3.602,3,3.072,0.07202777242147648,37.91017183000031
usafabot14,4,3.996,3,3.078,0.0781024967590664,37.941579404000095
usafabot15,4,4.066,2,2.044,0.07932212806020765,31.4257304140001
usafabot16,4,4.062,2.5,2.521,0.06545991139621281,25.718196529000124
usafabot17,4.6,4.655,2,2.03,0.06264982043070877,23.429581719999987
usafabot18,4.6,4.664,3,2.98,0.06705221845696091,17.277245521000168
usafabot19,3.6,3.599,2,1.942,0.058008620049092754,21.40594318600006
usafabot20,3.3,3.302,2.5,2.44,0.0600333240792146,26.930092293000143
usafabot21,3.3,3.296,2,1.939,0.06113100686231164,21.590541738999946
usafabot22,3,2.995,2.5,2.44,0.06020797289396152,27.270678848999978
usafabot23,3,2.985,2,1.932,0.06963476143421482,21.96685800799969
usafabot24,2,2.0204,2,1.9032,0.0989262351451828,22.054660972999955
