bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,0.0,0.0,0.0,2.2,2.2,0
usafabot1,0.0,0.0,0.0,2.4,2.4,0
usafabot2,0.0,0.0,0.0,2.6,2.6,0
usafabot3,0.0,0.0,0.0,2.8,2.8,0
usafabot4,0.0,0.0,0.0,3.2,3.2,0
usafabot5,0.0,0.0,0.0,3.4,3.4,0
usafabot6,0.0,0.0,0.0,3.6,3.6,0
usafabot7,0.0,0.0,0.0,3.8,3.8,0
usafabot8,0.0,2.4,0.0,6.0,6.4621977685614045,0
usafabot9,0.0,2.6,0.0,6.0,6.539113089708726,0
usafabot10,0.0,2.8,0.0,6.0,6.6211781428987395,0
usafabot11,0.0,3.2,0.0,6.0,6.8,0
usafabot12,0.0,3.4,0.0,6.0,6.896375859826668,0
usafabot13,0.0,3.6,0.0,6.0,6.997142273814361,0
usafabot14,0.0,3.8,0.0,6.0,7.102112361825881,0
usafabot15,0.0,6.0,0.0,3.4,6.896375859826668,0
usafabot16,0.0,6.0,0.0,3.2,6.8,0
usafabot17,0.0,6.0,0.0,2.8,6.6211781428987395,0
usafabot18,0.0,6.0,0.0,2.6,6.539113089708726,0
usafabot19,0.0,3.6,0.0,0.0,3.6,0
usafabot20,0.0,3.4,0.0,0.0,3.4,0
usafabot21,0.0,3.2,0.0,0.0,3.2,0
usafabot22,0.0,2.8,0.0,0.0,2.8,0
usafabot23,0.0,2.6,0.0,0.0,2.6,0
usafabot24,0.0,2.4,0.0,0.0,2.4,0
