x,y


-0.112,3.268
0.293,3.164
0.71,3.196
1.15,3.091
1.501,2.989
1.972,3.055
2.427,2.923
2.731,3.028
2.95,2.99
2.936,3.077
2.927,3.074
2.925,3.076
2.944,3.066
2.936,3.068
2.949,3.059
2.946,3.079
2.937,3.072
2.953,3.069
2.945,3.065
2.954,3.069
2.933,3.065
2.926,3.067
2.951,3.063
2.937,3.079
2.947,3.056
2.951,3.075
2.928,3.052
2.94,3.052
2.933,3.067
2.926,3.064
2.948,3.059
2.943,3.045
2.937,3.069
2.93,3.065
2.937,3.056
2.94,3.059
2.939,3.063
2.942,3.077
2.937,3.062
2.94,3.05
2.945,3.067
2.934,3.065
2.898,3.041
2.878,3.045
2.88,3.036
2.889,3.02
2.901,3.045
2.901,3.037
2.881,3.023
2.907,3.064
2.891,3.018
2.89,3.046
2.898,3.036
2.891,3.053
2.908,3.019
2.889,3.033
2.887,3.041
2.9,3.043
2.917,3.037
2.926,3.031
3.067,3.022
2.845,3.026
2.898,3.01
2.958,3.093
3.151,2.994
2.868,3.059
2.958,3.245
2.992,3.246
2.99,3.203
2.975,3.236
2.975,3.243
2.932,3.186
