x,y


1.904,5.152
1.863,4.528
2.174,4.48
2.05,3.776
2.205,3.54
2.181,3.025
2.062,2.608
2.106,2.785
2.118,2.747
2.114,2.753
2.095,2.742
2.118,2.752
2.012,2.704
2.203,2.763
2.166,2.751
2.179,2.749
2.175,2.763
2.179,2.764
2.134,2.757
2.095,2.748
2.077,2.742
2.094,2.749
2.123,2.749
2.149,2.744
2.083,2.758
2.185,2.736
2.117,2.758
2.116,2.742
2.139,2.733
2.09,2.753
2.152,2.728
2.085,2.664
2.165,2.573
1.877,2.618
1.686,2.771
1.733,2.714
1.941,2.722
1.837,2.759
1.747,2.686
1.897,2.549
1.975,2.678
1.921,2.581
1.661,2.797
