bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.246,2.5,2.496,0.05414794548272336,1.6166013665497303e-05
usafabot1,2,1.946,2.5,2.501,0.054009258465563155,1.1461001122370362e-05
usafabot2,1.6,1.541,2.5,2.5084,0.05959496623037904,2.642799518071115e-05
usafabot3,1.3,1.242,2.75,2.756,0.058309518948453036,2.090999623760581e-05
usafabot4,1.3,1.2596,2.25,2.2836,0.05254636048291061,2.089201007038355e-05
usafabot5,1,0.9712,2,2.046,0.05427190801878985,2.5577988708391786e-05
usafabot6,1,0.969,2.5,2.5388,0.04966326610282508,3.7864025216549635e-05
usafabot7,1,0.956,3,3.037,0.05748912940721922,1.7902988474816084e-05
usafabot8,2,2.0112,3,3.054,0.05514925203481896,3.8134981878101826e-05
usafabot9,2.3,2.3094,3,3.057,0.057769888350246955,1.90479913726449e-05
usafabot10,2.6,2.607,3,3.056,0.056435804238089915,1.581400283612311e-05
usafabot11,3,3.007,3,3.0572,0.05762672990895798,3.8039079770096578
usafabot12,3.3,3.3044,3,3.048,0.04820124479720418,21.256773743982194
usafabot13,3.6,3.602,3,3.0586,0.05863411975974419,21.27912478899816
usafabot14,4,3.9974,3,3.058,0.05805824661492957,21.33975090397871
usafabot15,4,4.042,2,2.028,0.05047771785649571,18.24483886899543
usafabot16,4,4.056,2.5,2.52,0.05946427498927408,14.10230798998964
usafabot17,4.6,4.651,2,2.026,0.057245087125446896,12.999843774014153
usafabot18,4.6,4.651,3,2.9836,0.05357200761591836,9.195705283025745
usafabot19,3.6,3.599,2,1.955,0.045011109739707525,11.70956931100227
usafabot20,3.3,3.3016,2.5,2.446,0.054023698503526965,15.010235659981845
usafabot21,3.3,3.2968,2,1.946,0.054094731721305384,11.780122269003186
usafabot22,3,2.995,2.5,2.447,0.053235326616824584,15.001941408001585
usafabot23,3,2.988,2,1.944,0.057271284253105466,11.970198284019716
usafabot24,2,2.0103999999999997,2,1.949,0.052049591737111524,12.007347770995693
