bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.166,2.5,2.208,0.3212786952164738,14.517297715999575
usafabot1,2,2.173,2.5,2.3178,0.2512485621849406,11.901155001000006
usafabot2,1.6,1.581,2.5,2.4576000000000002,0.04646245796339218,6.7825418170000376
usafabot3,1.3,1.2914,2.75,2.7721999999999998,0.023807561823924538,8.056358503999945
usafabot4,1.3,1.329,2.25,2.2368,0.03186283101044212,4.90776684399998
usafabot5,1,1.0048,2,2.0138,0.0146109547942629,5.54041958300013
usafabot6,0.0,0.0,0.0,0.0,0.0,0
usafabot7,0.0,0.0,0.0,0.0,0.0,0
usafabot8,2,2.017,3,2.9912,0.019142622599842358,11.28861901900018
usafabot9,2.3,2.2706,3,3.024,0.03795207504208424,10.012309148999975
usafabot10,2.6,2.5494,3,2.9774000000000003,0.05541768670740423,10.585337183999854
usafabot11,3,2.9716,3,3.0338,0.04414748010928809,22.76567451799974
usafabot12,3.3,3.2036000000000002,3,2.9872,0.09724607961249605,62.37533141999984
usafabot13,3.6,3.6504,3,2.9724,0.05746233549030166,103.48056988100006
usafabot14,4,4.0132,3,3.0214,0.02514358765172549,10.247469847000048
usafabot15,0.0,0.0,0.0,0.0,0.0,0
usafabot16,0.0,0.0,0.0,0.0,0.0,0
usafabot17,0.0,0.0,0.0,0.0,0.0,0
usafabot18,4.6,5.18,3,2.0462,1.1163039191904687,121.55966866699964
usafabot19,0.0,0.0,0.0,0.0,0.0,0
usafabot20,3.3,3.2942,2.5,2.4021999999999997,0.09797183268674758,65.69299498400005
usafabot21,3.3,3.2712,2,2.0354,0.04563551248753544,11.134123826000177
usafabot22,3,2.959,2.5,2.2826,0.22123236652895076,13.016703789000076
usafabot23,0.0,0.0,0.0,0.0,0.0,0
usafabot24,0.0,0.0,0.0,0.0,0.0,0
