bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,22,-0.0008,22,1.7600000000000002,29.894695192291223,0.0004753099929075688
usafabot1,22,-0.0008,22,1.92,29.786601025293233,0.0008238699956564233
usafabot2,22,-0.0008,22,2.08,29.67897573434771,0.0013301010039867833
usafabot3,22,-0.0008,22,2.2399999999999998,29.571824438813376,0.00195520200941246
usafabot4,22,-0.0008,22,2.56,29.35896457029778,0.002443858000333421
usafabot5,22,-0.0008,22,2.7199999999999998,29.25326649521383,0.0028171379963168874
usafabot6,22,-0.0008,22,2.88,29.14806341148585,0.0031764349987497553
usafabot7,22,-0.0008,22,3.04,29.04336069810104,0.0035470400034682825
usafabot8,22,1.9192,22,4.8,26.44009320407173,0.003912166997906752
usafabot9,22,2.0792,22,4.8,26.318781746881825,0.00425292800355237
usafabot10,22,2.2392,22,4.8,26.19788572843236,0.004572666002786718
usafabot11,22,2.5591999999999997,22,4.8,25.95736320661249,0.00485716899856925
usafabot12,22,2.7192,22,4.8,25.83774852110764,0.005168919000425376
usafabot13,22,2.8792,22,4.8,25.718572912197132,0.005453647012473084
usafabot14,22,3.0392,22,4.8,25.599842512015577,0.005784650988061912
usafabot15,22,4.7992,22,2.7199999999999998,25.83768411913111,0.0061018220003461465
usafabot16,22,4.7992,22,2.56,25.957294170232768,0.006414565010345541
usafabot17,22,4.7992,22,2.2399999999999998,26.197807554068337,0.006753637004294433
usafabot18,22,4.7992,22,2.08,26.318699068153045,0.007167820993345231
usafabot19,22,2.8792,22,0.0,29.147984366676198,0.007488737988751382
usafabot20,22,2.7192,22,0.0,29.253192110263793,0.007791356998495758
usafabot21,22,2.5591999999999997,22,0.0,29.358894812986406,0.00807016399630811
usafabot22,22,2.2392,22,0.0,29.57176384052869,0.008377812002436258
usafabot23,22,2.0792,22,0.0,29.678919667669845,0.00869075300579425
usafabot24,22,1.9192,22,0.0,29.78654945843845,0.009038921998580918
