bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,22,-0.008799999999999999,22,2.201,29.60384566977743,0.0004781079915119335
usafabot1,22,-0.008799999999999999,22,2.401,29.47046111685394,0.0007501939981011674
usafabot2,22,-0.008799999999999999,22,2.601,29.33783356759664,0.0019769990030908957
usafabot3,22,-0.008799999999999999,22,2.801,29.205973334919005,0.0022884110076120123
usafabot4,22,-0.008799999999999999,22,3.201,28.944596705430186,0.002657672986970283
usafabot5,22,-0.008799999999999999,22,3.401,28.815101569142527,0.0036110530054429546
usafabot6,22,-0.009,22,3.601,28.68656971476374,0.00434524699812755
usafabot7,22,-0.008799999999999999,22,3.801,28.558551756698026,0.00552169099682942
usafabot8,22,2.3912,22,6.001,25.307568797496135,0.005873225993127562
usafabot9,22,2.5912,22,6.001,25.152922661989003,0.006134085007943213
usafabot10,22,2.7912,22,6.001,24.998919945469645,0.007088440994266421
usafabot11,22,3.1912,22,6.001,24.69289287305155,0.00744972399843391
usafabot12,22,3.3912,22,6.001,24.540893187494213,0.007703166003921069
usafabot13,22,3.5912,22,6.001,24.389586270373673,0.00796948600327596
usafabot14,22,3.7912,22,6.001,24.2389850950901,0.008247232995927334
usafabot15,22,5.9912,22,3.401,24.539854898511525,0.009568336012307554
usafabot16,22,5.991,22,3.201,24.691911266647626,0.010252826992655173
usafabot17,22,5.991,22,2.801,24.997793542630916,0.011130480997962877
usafabot18,22,5.991,22,2.601,25.15172522909711,0.011437037013820373
usafabot19,22,3.5912,22,0.001,28.68518639367714,0.011686054989695549
usafabot20,22,3.3912,22,0.001,28.81394520783296,0.011918171003344469
usafabot21,22,3.191,22,0.001,28.94364320537413,0.012192123002023436
usafabot22,22,2.7912,22,0.001,29.205033785976006,0.012459639998269267
usafabot23,22,2.5912,22,0.001,29.336965051620453,0.013625111998408101
usafabot24,22,2.3912,22,0.001,29.469663018772373,0.014111544005572796
