bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.4188,2.5,0.7876000000000001,1.7165160063337597,102.54050116799954
usafabot1,2,2.1178,2.5,2.5388,0.1240253199955557,2.1394000214058906e-05
usafabot2,1.6,1.5778,2.5,2.4506,0.05415902510200852,1.7454000044381246e-05
usafabot3,1.3,1.2691999999999999,2.75,2.7504,0.03080259729308569,5.028000487072859e-06
usafabot4,1.3,1.3184,2.25,2.2402,0.0208470621431413,2.012999993894482e-05
usafabot5,0.0,0.0,0.0,0.0,0.0,0
usafabot6,0.0,0.0,0.0,0.0,0.0,0
usafabot7,0.0,0.0,0.0,0.0,0.0,0
usafabot8,2,2.0078,3,2.979,0.022401785643113285,1.603399960004026e-05
usafabot9,2.3,2.2728,3,2.9836,0.031761612049768205,1.643699943087995e-05
usafabot10,2.6,2.5612,3,3.0032,0.038931735127014484,1.6257999959634617e-05
usafabot11,3,2.9744,3,3.0302,0.039590402877464875,1.5101999451871961e-05
usafabot12,3.3,3.2076,3,2.991,0.09283727699582751,1.4708999515278265e-05
usafabot13,3.6,3.6276,3,3.012,0.030095846889562752,1.5100999917194713e-05
usafabot14,0.0,0.0,0.0,0.0,0.0,0
usafabot15,0.0,0.0,0.0,0.0,0.0,0
usafabot16,0.0,0.0,0.0,0.0,0.0,0
usafabot17,0.0,0.0,0.0,0.0,0.0,0
usafabot18,4.6,4.694,3,2.974,0.09752948272189312,2.1490999642992392e-05
usafabot19,0.0,0.0,0.0,0.0,0.0,0
usafabot20,3.3,3.2752,2.5,2.5232,0.03395997644286582,1.5004000488261227e-05
usafabot21,3.3,3.2618,2,2.0394,0.05487804661246601,1.623699972697068e-05
usafabot22,3,3.0008,2.5,2.3216,0.17840179371295561,0.8612844059998679
usafabot23,0.0,0.0,0.0,0.0,0.0,0
usafabot24,0.0,0.0,0.0,0.0,0.0,0
