bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,22,-0.006,22,2.2,29.60243294055406,0.0012362750130705535
usafabot1,22,-0.006,22,2.4,29.469035206467144,0.001589368999702856
usafabot2,22,-0.006,22,2.6,29.33639439331289,0.001983358000870794
usafabot3,22,-0.006,22,2.8,29.204520814421866,0.002280425003846176
usafabot4,22,-0.006,22,3.2,28.94311724745626,0.0029903249960625544
usafabot5,22,-0.006,22,3.4,28.813608520974945,0.0032994140055961907
usafabot6,22,-0.006,22,3.6,28.68490955188808,0.003627419995609671
usafabot7,22,-0.006,22,3.8,28.55703128828345,0.004009555006632581
usafabot8,22,2.394,22,6.0,25.30603161303645,0.004267608994268812
usafabot9,22,2.594,22,6.0,25.151398291148745,0.004538501001661643
usafabot10,22,2.794,22,6.0,24.997408585691435,0.006094679003581405
usafabot11,22,3.194,22,6.0,24.69140814129482,0.010521018004510552
usafabot12,22,3.394,22,6.0,24.539422079584515,0.011077077011577785
usafabot13,22,3.594,22,6.0,24.388128997526643,0.011721060000127181
usafabot14,22,3.794,22,6.0,24.237541872062852,0.013838020007824525
usafabot15,22,5.994,22,3.4,24.538786359557395,0.015445333992829546
usafabot16,22,5.994,22,3.2,24.69072773330102,0.016022862007957883
usafabot17,22,5.994,22,2.8,24.996640494274427,0.016401469998527318
usafabot18,22,5.994,22,2.6,25.150587189964373,0.016802155994810164
usafabot19,22,3.594,22,0.0,28.684156532831846,0.01820849100477062
usafabot20,22,3.394,22,0.0,28.812900513485275,0.018611082006827928
usafabot21,22,3.194,22,0.0,28.942453869704966,0.01901993900537491
usafabot22,22,2.794,22,0.0,29.203945555352618,0.020360614013043232
usafabot23,22,2.0751999999999997,22,0.0,29.6816046574305,0.02074827699107118
usafabot24,22,1.9152,22,0.0,29.789246231484274,0.021087814995553344
