x,y


-0.078,1.299
0.377,1.54
0.839,1.496
1.22,1.716
1.565,1.903
1.693,1.878
1.697,1.899
1.713,1.906
1.706,1.902
1.697,1.896
1.705,1.896
1.708,1.9
1.709,1.893
1.734,1.868
1.715,1.891
1.703,1.896
1.712,1.896
1.716,1.897
1.71,1.892
1.709,1.899
1.714,1.898
1.712,1.899
1.709,1.898
1.712,1.9
1.709,1.898
1.72,1.899
1.712,1.897
1.725,1.899
1.703,1.894
1.704,1.892
1.71,1.897
1.703,1.897
1.71,1.893
1.708,1.889
1.711,1.898
1.717,1.899
1.7,1.9
1.717,1.891
1.72,1.9
1.717,1.896
1.711,1.9
1.714,1.891
1.706,1.896
1.721,1.893
1.711,1.893
1.717,1.892
1.711,1.896
1.718,1.9
