x,y


-0.141,2.515
0.214,2.473
0.671,2.479
1.094,2.423
1.557,2.36
1.863,2.418
2.356,2.391
2.767,2.25
2.915,2.641
3.075,2.507
3.074,2.515
3.113,2.533
3.11,2.519
3.105,2.534
3.108,2.518
3.108,2.532
3.107,2.531
3.109,2.534
3.11,2.537
3.107,2.527
3.111,2.546
3.118,2.538
3.105,2.535
3.111,2.54
3.113,2.537
3.11,2.535
3.105,2.553
3.108,2.53
3.104,2.538
3.117,2.527
3.121,2.523
3.111,2.529
3.11,2.542
3.11,2.533
3.112,2.544
3.115,2.531
3.119,2.524
3.125,2.538
3.105,2.533
3.12,2.543
3.112,2.529
3.109,2.539
3.107,2.536
3.124,2.53
3.104,2.536
3.104,2.532
3.105,2.533
3.106,2.542
3.115,2.542
3.106,2.528
3.109,2.524
3.11,2.54
3.115,2.531
3.108,2.528
3.115,2.553
3.121,2.533
3.105,2.537
3.117,2.53
3.106,2.536
3.107,2.534
3.104,2.532
3.107,2.533
