bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.3,2.248,2.5,2.496,0.05215361924162079,15.997844790999807
usafabot1,2.0,1.946,2.5,2.501,0.054009258465563155,14.048633000000336
usafabot2,1.6,1.547,2.5,2.508,0.05360037313302975,11.66885856999943
usafabot3,1.3,1.24,2.25,2.28,0.06708203932499365,10.726049229000637
usafabot4,1.0,0.952,2.0,2.057,0.07451845409024531,12.224107185000321
usafabot5,1.3,1.239,2.75,2.784,0.06983552104767302,11.090769080999962
usafabot6,1.0,0.967,2.5,2.54,0.051855568649856736,11.623985840999921
usafabot7,1.0,0.954,3.0,3.041,0.06161980201201556,10.191653351000241
usafabot8,2.0,2.012,3.0,3.059,0.06020797289396164,22.21162610600004
usafabot9,2.3,2.31,3.0,3.073,0.07368174807915456,22.060094804000073
usafabot10,2.6,2.607,3.0,3.058,0.05842088667591397,22.058662665000156
usafabot11,3.0,3.005,3.0,3.066,0.06618912297349148,21.94645682999999
usafabot12,3.3,3.304,3.0,3.053,0.053150729063673186,22.005193992000386
usafabot13,4.0,3.9924999999999997,2.0,2.075,0.07537406715840689,28.412322390000554
usafabot14,3.6,3.605,3.0,3.066,0.06618912297349148,21.81455567699959
usafabot15,4.0,4.052,2.5,2.523,0.056859475903317684,15.682256256000073
usafabot16,4.0,4.075,3.0,3.008,0.07542545989253248,14.081963137000457
usafabot17,4.6,4.656,2.0,2.031,0.06400781202322114,12.776364140000624
usafabot18,4.6,4.664,3.0,2.979,0.06735725647619567,10.134291731000303
usafabot19,3.3,3.306,2.5,2.444,0.05632051136131497,15.964454877999742
usafabot20,3.6,3.592,2.0,1.932,0.06846897107449482,12.649798071000077
usafabot21,2.0,2.0285,2.0,1.951,0.05668553607402866,15.246138020000217
usafabot22,3.0,2.994,2.5,2.435,0.06527633568147027,15.926162261000172
usafabot23,3.3,3.275,2.0,1.934,0.07057619995437557,13.576318608999827
usafabot24,3.0,2.95,2.0,1.847,0.16096272860510283,13.334267188000013
