bot,x_dest,x_avg_pos,y_dest,y_avg_pos,pos_err,time
usafabot0,2.709090909090909,2.643,2.0,2.0082,0.0665976596019922,32.49378998699831
usafabot1,2.309090909090909,2.244,2.0,2.015,0.06679690446630716,28.56093316496117
usafabot2,1.709090909090909,1.646,2.0,2.0254,0.06801193137911428,22.7554211950046
usafabot3,3.009090909090909,2.949,2.5,2.508,0.060621096619674304,36.05653954099398
usafabot4,2.709090909090909,2.65,2.5,2.518,0.061771640233929954,33.84072623599786
usafabot5,1.859090909090909,1.7973999999999999,2.5,2.533,0.06996262048024499,26.03972373896977
usafabot6,3.309090909090909,3.242,3.0,3.014,0.06853604951151344,40.05796844197903
usafabot7,3.009090909090909,2.941,3.0,3.0206,0.0711388213342506,37.598563789972104
usafabot8,2.159090909090909,2.164,2.5,2.557,0.05721100570304382,44.110938091995195
usafabot9,2.709090909090909,2.707,3.0,3.066,0.06603311215463364,38.76332497398835
usafabot10,2.009090909090909,2.0376,3.0,3.1044,0.10822258666499719,38.9299282580032
usafabot11,0.0,3.198,0.0,6.0,6.799059052545433,0
usafabot12,0.0,3.398,0.0,6.0,6.895390054231886,0
usafabot13,0.0,3.598,0.0,6.0,6.996113492504249,0
usafabot14,0.0,3.798,0.0,6.0,7.101042458681683,0
usafabot15,0.0,5.998,0.0,3.4,6.894635885962362,0
usafabot16,0.0,5.998,0.0,3.2,6.798235359267874,0
usafabot17,0.0,5.998,0.0,2.8,6.619365830651755,0
usafabot18,0.0,5.998,0.0,2.6,6.537278026824314,0
usafabot19,0.0,3.598,0.0,0.0,3.598,0
usafabot20,0.0,3.398,0.0,0.0,3.398,0
usafabot21,0.0,3.198,0.0,0.0,3.198,0
usafabot22,0.0,2.798,0.0,0.0,2.798,0
