x,y


-0.322,1.717
-0.235,1.72
0.285,1.799
0.625,1.755
1.066,1.863
1.284,1.937
1.697,1.67
1.712,1.392
1.85,1.39
1.573,1.388
1.659,1.502
1.628,1.243
1.553,1.346
1.594,1.18
1.37,1.355
1.473,1.333
1.259,1.335
1.452,1.109
1.344,1.083
1.209,1.432
1.283,1.215
1.227,1.143
1.284,1.219
1.171,1.29
1.414,0.946
1.242,1.209
1.142,1.321
1.369,0.976
1.191,1.46
1.342,1.141
1.393,1.426
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
1.365,1.432
0.0,0.0
1.114,1.039
0.565,1.034
0.183,0.88
-0.144,0.496
-0.421,0.707
-0.409,0.566
-0.596,0.566
0.718,1.132
0.455,1.124
0.125,0.971
-0.053,0.751
0.195,1.394
2.116,2.787
3.208,2.228
3.141,1.598
2.951,3.362
3.084,3.069
2.707,1.779
2.899,1.718
2.818,1.688
2.895,1.689
2.883,1.72
2.53,1.675
2.682,1.743
2.669,1.743
2.673,1.751
2.649,1.769
2.656,1.757
2.655,1.762
2.66,1.773
2.645,1.778
2.645,1.768
2.643,1.776
2.642,1.778
2.646,1.79
2.653,1.775
2.646,1.769
2.645,1.764
2.654,1.769
2.652,1.778
2.639,1.793
2.642,1.779
2.65,1.786
2.642,1.777
2.643,1.782
2.643,1.78
2.648,1.775
2.651,1.785
2.644,1.764
2.65,1.772
2.64,1.793
2.662,1.731
2.638,1.73
2.626,1.753
2.654,1.75
2.636,1.737
2.622,1.734
2.632,1.749
2.643,1.734
2.633,1.741
2.646,1.735
2.62,1.756
2.623,1.757
2.629,1.741
2.644,1.732
2.634,1.74
2.636,1.766
2.639,1.741
2.679,1.681
2.648,1.739
2.638,1.737
2.65,1.728
2.635,1.754
2.654,1.702
2.627,1.739
2.67,1.779
2.622,1.747
2.624,1.761
2.634,1.762
2.634,1.737
2.625,1.757
2.606,1.735
2.63,1.733
2.624,1.746
2.618,1.744
2.66,1.71
2.638,1.769
2.634,1.723
2.633,1.753
2.613,1.741
2.625,1.754
2.626,1.76
2.64,1.75
2.632,1.734
2.631,1.744
2.627,1.746
2.628,1.76
2.608,1.751
2.614,1.755
2.637,1.743
2.622,1.764
2.635,1.737
2.631,1.74
2.612,1.762
2.622,1.748
2.62,1.737
2.628,1.748
2.625,1.75
2.632,1.754
2.602,1.761
2.619,1.749
2.616,1.769
2.609,1.743
2.625,1.758
2.636,1.748
2.632,1.751
2.621,1.755
2.614,1.758
2.627,1.75
2.63,1.753
2.624,1.752
2.624,1.758
2.629,1.769
2.627,1.74
2.635,1.752
2.638,1.754
2.632,1.725
2.644,1.759
2.641,1.732
2.608,1.759
2.624,1.752
2.607,1.737
2.631,1.743
2.624,1.748
2.618,1.757
2.621,1.751
2.622,1.758
2.641,1.731
2.623,1.753
2.616,1.768
2.641,1.733
2.623,1.747
2.635,1.738
2.646,1.763
2.642,1.759
2.627,1.786
2.635,1.772
2.63,1.772
2.635,1.772
2.635,1.781
2.628,1.782
2.623,1.798
2.633,1.778
2.642,1.758
2.628,1.754
2.624,1.761
2.655,1.763
2.674,1.803
2.747,1.442
2.681,1.442
2.655,1.699
2.662,1.679
2.672,1.68
2.698,1.639
2.66,1.682
2.597,1.797
2.603,1.77
2.619,1.771
2.634,1.751
2.62,1.725
2.594,1.766
2.59,1.767
2.589,1.769
2.596,1.734
2.607,1.762
2.606,1.748
2.597,1.763
2.61,1.732
2.603,1.766
2.618,1.732
2.599,1.74
2.594,1.765
2.588,1.732
2.573,1.722
2.595,1.753
2.566,1.706
2.598,1.776
2.613,1.737
2.584,1.764
2.594,1.76
2.587,1.765
2.584,1.751
2.597,1.756
