x,y


-0.237,3.097
0.402,3.069
0.507,2.868
1.152,2.759
1.561,2.663
1.983,2.485
2.358,2.417
2.726,2.367
2.787,2.371
2.68,2.732
2.686,2.697
2.687,2.71
2.706,2.711
2.686,2.711
2.698,2.698
2.687,2.708
2.7,2.712
2.677,2.715
2.686,2.716
2.695,2.706
2.72,2.737
2.679,2.716
2.719,2.725
2.728,2.717
2.704,2.742
2.683,2.747
2.697,2.692
2.693,2.716
2.689,2.705
2.686,2.698
2.689,2.707
2.689,2.711
2.707,2.698
2.701,2.701
2.688,2.708
2.695,2.708
2.69,2.707
2.694,2.71
2.771,2.634
2.726,2.709
2.683,2.665
2.693,2.714
2.755,2.647
2.684,2.707
2.715,2.725
2.675,2.712
2.693,2.704
2.701,2.703
2.708,2.737
2.742,2.666
2.687,2.708
2.699,2.727
2.692,2.719
2.693,2.711
2.779,2.663
2.718,2.736
2.689,2.698
2.704,2.706
2.695,2.715
2.707,2.687
2.688,2.72
2.703,2.695
2.689,2.712
2.704,2.704
2.702,2.708
2.69,2.716
2.695,2.714
2.695,2.703
2.702,2.702
2.702,2.701
2.688,2.705
2.705,2.705
2.702,2.707
2.695,2.709
2.703,2.703
2.708,2.695
2.698,2.708
2.704,2.706
2.716,2.704
2.705,2.709
2.7,2.71
2.711,2.704
2.702,2.711
2.7,2.714
2.697,2.716
2.702,2.703
2.704,2.715
2.713,2.7
2.694,2.713
2.704,2.701
2.71,2.697
2.714,2.706
2.707,2.708
2.7,2.709
2.692,2.713
2.7,2.713
2.704,2.705
2.701,2.71
2.713,2.698
2.7,2.704
2.688,2.71
2.697,2.734
2.692,2.725
2.72,2.706
2.71,2.728
2.703,2.722
2.739,2.716
2.792,2.636
2.709,2.73
2.696,2.727
2.696,2.74
2.7,2.735
2.695,2.728
2.691,2.738
2.724,2.73
2.705,2.739
2.71,2.74
2.733,2.743
2.725,2.749
2.716,2.741
2.699,2.768
2.74,2.721
2.702,2.748
2.701,2.751
2.68,2.744
2.693,2.742
2.726,2.806
2.73,2.726
2.725,2.745
2.693,2.789
2.777,2.718
2.74,2.712
2.691,2.793
2.718,2.785
2.736,2.767
2.72,2.779
2.766,2.755
2.716,2.806
2.716,2.786
2.704,2.799
2.744,2.759
2.725,2.714
2.714,2.741
2.71,2.733
2.713,2.749
2.724,2.725
2.728,2.737
2.716,2.748
2.73,2.734
2.72,2.736
2.711,2.733
2.718,2.741
2.71,2.74
2.714,2.746
2.744,2.715
2.707,2.72
2.693,2.707
2.7,2.709
2.696,2.713
2.708,2.726
2.7,2.715
2.706,2.713
2.706,2.717
2.697,2.727
2.702,2.716
