x,y


1.288,4.896
1.469,4.965
1.403,4.235
1.649,4.055
2.013,3.703
2.092,3.337
2.215,3.023
2.253,2.956
2.185,2.885
2.095,2.84
2.023,2.742
1.996,2.848
2.143,2.826
2.081,2.676
2.321,2.808
2.333,2.562
2.521,2.623
2.301,2.675
2.359,2.791
2.356,2.719
2.35,2.702
2.358,2.771
2.244,2.564
2.276,2.601
2.28,2.601
2.303,2.572
2.285,2.551
2.254,2.539
2.278,2.56
2.258,2.531
2.276,2.561
2.289,2.557
2.257,2.551
2.287,2.563
2.274,2.541
2.291,2.557
2.281,2.559
2.309,2.552
2.223,2.543
2.326,2.555
2.268,2.542
2.282,2.576
2.287,2.545
2.263,2.534
2.301,2.55
2.269,2.538
2.281,2.538
2.294,2.535
2.275,2.54
2.272,2.529
