x,y


-0.773,3.939
0.18,3.729
0.376,3.428
0.35,3.068
0.752,2.638
0.981,2.439
1.512,2.215
1.663,2.11
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
1.866,2.032
0.0,0.0
2.833,3.533
3.036,3.424
3.294,3.349
3.322,2.886
3.1,2.939
3.09,2.898
3.072,2.892
3.091,2.896
3.078,2.896
3.091,2.89
3.077,2.911
3.083,2.893
3.082,2.891
3.088,2.894
3.074,2.891
3.083,2.904
3.082,2.892
3.078,2.887
3.076,2.896
3.085,2.903
3.079,2.901
3.098,2.897
3.089,2.892
3.09,2.896
3.073,2.902
3.081,2.897
3.088,2.904
3.077,2.892
3.085,2.9
3.08,2.899
3.088,2.899
3.086,2.888
3.09,2.901
3.118,2.882
