x,y


-0.336,2.208
0.096,2.153
0.58,2.095
1.004,2.214
1.24,2.165
1.941,1.953
2.27,1.955
2.34,2.065
2.357,2.13
2.542,2.286
2.512,2.295
2.506,2.29
2.534,2.286
2.5,2.265
2.499,2.279
2.521,2.28
2.522,2.257
2.513,2.264
2.508,2.27
2.497,2.262
2.513,2.256
2.502,2.266
2.513,2.26
2.503,2.272
2.518,2.253
2.506,2.283
2.443,1.903
2.516,1.981
2.509,2.266
2.504,2.25
2.582,2.172
2.54,2.295
2.491,2.259
2.503,2.238
2.515,2.255
2.537,2.29
2.501,2.257
2.505,2.265
2.502,2.224
2.523,2.251
2.503,2.256
2.508,2.254
2.52,2.208
2.496,2.24
2.514,2.247
2.5,2.26
2.498,2.257
2.512,2.253
2.494,2.263
2.506,2.257
2.511,2.256
2.512,2.264
2.508,2.25
2.513,2.259
2.5,2.255
2.503,2.246
2.493,2.258
2.504,2.245
2.517,2.263
2.509,2.25
2.498,2.252
2.508,2.261
2.514,2.257
2.503,2.259
2.515,2.245
2.51,2.248
2.499,2.252
2.503,2.263
2.489,2.24
2.504,2.264
2.504,2.249
2.499,2.244
2.505,2.262
2.504,2.249
2.506,2.256
2.506,2.265
2.516,2.252
2.502,2.262
2.51,2.254
2.51,2.265
2.511,2.249
2.507,2.26
2.508,2.25
2.504,2.266
2.503,2.257
2.509,2.242
2.505,2.254
2.509,2.264
2.517,2.255
2.513,2.267
2.516,2.275
2.517,2.275
2.514,2.252
2.51,2.277
2.516,2.266
2.519,2.275
2.518,2.25
2.531,2.247
2.567,2.233
2.551,2.243
2.54,2.229
2.54,2.217
2.529,2.239
2.54,2.22
2.553,2.224
2.557,2.222
2.544,2.217
2.556,2.233
2.552,2.22
2.539,2.228
2.537,2.228
2.537,2.222
2.546,2.228
2.531,2.241
2.576,2.211
2.53,2.255
2.518,2.28
2.621,2.203
2.632,2.166
2.598,2.174
2.548,2.187
2.57,2.214
2.541,2.18
2.54,2.205
2.537,2.205
2.541,2.192
2.539,2.189
2.54,2.196
2.543,2.215
2.527,2.197
2.546,2.2
2.544,2.208
2.542,2.202
2.546,2.191
2.528,2.199
2.537,2.199
2.539,2.201
2.533,2.211
2.546,2.203
2.548,2.212
2.52,2.217
2.549,2.196
2.537,2.204
2.539,2.189
2.526,2.162
2.537,2.198
2.532,2.172
2.529,2.178
2.529,2.175
2.5,2.132
2.507,2.162
2.523,2.176
